id,depaAirport,arriAirport,std,sta,fleet,aircraftNo,flyTime
Flt_16726,VRYX,BTTC,2025/5/2 19:15,2025/5/2 21:55,319,Aft_10134,153
Flt_16727,WUZI,VRYX,2025/5/2 16:25,2025/5/2 18:25,319,Aft_10134,118
Flt_16728,EVBG,VWTX,2025/5/2 21:15,2025/5/2 22:20,320,Aft_10041,59
Flt_16729,GDHI,EVBG,2025/5/2 17:55,2025/5/2 20:30,320,Aft_10041,157
Flt_16730,EVBG,BTTC,2025/5/2 18:30,2025/5/2 22:20,320,Aft_10127,228
Flt_16731,VRYX,WUZI,2025/5/2 13:10,2025/5/2 15:40,319,Aft_10134,135
Flt_16732,EVBG,GDHI,2025/5/2 14:35,2025/5/2 16:50,320,Aft_10041,135
Flt_16733,BTTC,VRYX,2025/5/2 10:05,2025/5/2 12:25,319,Aft_10134,146
Flt_16734,VWTX,EVBG,2025/5/2 13:00,2025/5/2 13:50,320,Aft_10041,53
Flt_16735,SLPJ,EVBG,2025/5/2 16:05,2025/5/2 17:45,320,Aft_10127,96
Flt_16736,AICJ,VWTX,2025/5/2 15:10,2025/5/2 18:30,320,Aft_10080,196
Flt_16737,EVBG,SLPJ,2025/5/2 13:25,2025/5/2 14:55,320,Aft_10127,87
Flt_16738,BTTC,EVBG,2025/5/2 9:10,2025/5/2 12:40,320,Aft_10127,211
Flt_16739,KYFK,TPWY,2025/5/2 18:30,2025/5/2 21:40,320,Aft_10025,191
Flt_16740,DQUC,STEC,2025/5/2 6:40,2025/5/2 10:05,321,Aft_10136,216
Flt_16741,SLPJ,KYFK,2025/5/2 15:25,2025/5/2 17:20,320,Aft_10025,112
Flt_16742,AICJ,DQUC,2025/5/2 19:45,2025/5/2 21:55,321,Aft_10136,132
Flt_16743,RERF,TPWY,2025/5/2 19:15,2025/5/2 21:15,320,Aft_10143,118
Flt_16744,KYFK,SLPJ,2025/5/2 12:20,2025/5/2 14:20,320,Aft_10025,118
Flt_16745,NDUJ,TPWY,2025/5/2 20:10,2025/5/2 22:40,320,Aft_10084,164
Flt_16746,DQUC,AICJ,2025/5/2 16:45,2025/5/2 18:45,321,Aft_10136,121
Flt_16747,ILSH,NDUJ,2025/5/2 15:50,2025/5/2 18:55,320,Aft_10084,172
Flt_16748,TPWY,KYFK,2025/5/2 8:05,2025/5/2 11:20,320,Aft_10025,195
Flt_16749,TATC,TPWY,2025/5/2 19:55,2025/5/2 22:45,320,Aft_10138,184
Flt_16750,NDUJ,ILSH,2025/5/2 11:05,2025/5/2 14:15,320,Aft_10084,192
Flt_16751,KQCH,TATC,2025/5/2 16:00,2025/5/2 18:25,320,Aft_10138,155
Flt_16752,TPWY,NDUJ,2025/5/2 6:50,2025/5/2 9:55,320,Aft_10084,181
Flt_16753,DHUW,TPWY,2025/5/2 16:15,2025/5/2 18:30,321,Aft_10147,155
Flt_16754,TATC,KQCH,2025/5/2 12:45,2025/5/2 15:15,320,Aft_10138,146
Flt_16755,TEEO,DHUW,2025/5/2 13:40,2025/5/2 15:20,321,Aft_10147,97
Flt_16756,DHUW,TEEO,2025/5/2 10:45,2025/5/2 12:50,321,Aft_10147,110
Flt_16757,TPWY,TATC,2025/5/2 8:10,2025/5/2 11:35,320,Aft_10138,215
Flt_16758,TPWY,DHUW,2025/5/2 7:10,2025/5/2 9:55,321,Aft_10147,163
Flt_16759,STEC,DQUC,2025/5/2 11:20,2025/5/2 14:55,321,Aft_10136,220
Flt_16760,JZAO,TATC,2025/5/2 22:10,2025/5/3 0:05,319,Aft_10133,127
Flt_16761,WUZI,GTCZ,2025/5/2 12:25,2025/5/2 14:30,319,Aft_10133,120
Flt_16762,GTCZ,WUZI,2025/5/2 9:20,2025/5/2 11:30,319,Aft_10133,141
Flt_16763,TATC,JZAO,2025/5/2 18:40,2025/5/2 20:50,319,Aft_10133,115
Flt_16764,TATC,GTCZ,2025/5/2 7:10,2025/5/2 8:35,319,Aft_10133,97
Flt_16765,KCUC,TATC,2025/5/2 9:55,2025/5/2 12:30,319,Aft_10071,152
Flt_16766,TATC,KCUC,2025/5/2 6:35,2025/5/2 9:10,319,Aft_10071,167
Flt_16767,RERF,TATC,2025/5/2 9:40,2025/5/2 11:45,320,Aft_10144,136
Flt_16768,MTLP,TPWY,2025/5/2 10:50,2025/5/2 13:55,320,Aft_10143,179
Flt_16769,TPWY,RERF,2025/5/2 16:15,2025/5/2 18:20,320,Aft_10143,112
Flt_16770,TPWY,MTLP,2025/5/2 6:45,2025/5/2 9:45,320,Aft_10143,175
Flt_16771,TYHI,TPWY,2025/5/2 18:10,2025/5/2 20:40,320,Aft_10142,150
Flt_16772,RTHW,TYHI,2025/5/2 14:30,2025/5/2 17:20,320,Aft_10142,153
Flt_16773,TYHI,RTHW,2025/5/2 10:05,2025/5/2 13:05,320,Aft_10142,182
Flt_16774,TPWY,TYHI,2025/5/2 6:40,2025/5/2 9:15,320,Aft_10142,153
Flt_16775,GTCZ,TATC,2025/5/2 15:15,2025/5/2 16:40,319,Aft_10133,89
Flt_16776,RTHW,RTWL,2025/5/2 19:15,2025/5/2 21:15,321,Aft_10013,114
Flt_16777,TATC,VSZH,2025/5/2 6:05,2025/5/2 10:55,320,Aft_10002,274
Flt_16778,TATC,WUZI,2025/5/2 13:30,2025/5/2 16:45,319,Aft_10071,192
Flt_16779,EVBG,TATC,2025/5/2 20:50,2025/5/2 22:35,320,Aft_10144,94
Flt_16780,XVFW,RTWL,2025/5/2 18:40,2025/5/2 22:25,321,Aft_10148,214
Flt_16781,RTWL,RTHW,2025/5/2 15:40,2025/5/2 18:00,321,Aft_10013,128
Flt_16782,WGAC,XVFW,2025/5/2 15:40,2025/5/2 17:45,321,Aft_10148,125
Flt_16783,MXYE,TATC,2025/5/2 10:50,2025/5/2 13:25,320,Aft_10141,166
Flt_16784,ILSH,EVBG,2025/5/2 17:55,2025/5/2 19:40,320,Aft_10144,94
Flt_16785,MTLP,TATC,2025/5/2 20:55,2025/5/2 23:30,320,Aft_10002,152
Flt_16786,EVBG,ILSH,2025/5/2 15:20,2025/5/2 17:05,320,Aft_10144,97
Flt_16787,TATC,MXYE,2025/5/2 7:05,2025/5/2 9:45,320,Aft_10141,159
Flt_16788,TATC,EVBG,2025/5/2 12:55,2025/5/2 14:35,320,Aft_10144,92
Flt_16789,TATC,RERF,2025/5/2 6:35,2025/5/2 8:35,320,Aft_10144,119
Flt_16790,VGQZ,TATC,2025/5/2 23:15,2025/5/3 0:40,320,Aft_10141,82
Flt_16791,DHUW,RTWL,2025/5/2 19:15,2025/5/2 22:40,321,Aft_10010,202
Flt_16792,UICV,DHUW,2025/5/2 16:15,2025/5/2 18:25,321,Aft_10010,123
Flt_16793,TATC,VGQZ,2025/5/2 14:35,2025/5/2 16:05,320,Aft_10141,82
Flt_16794,TATC,MTLP,2025/5/2 17:20,2025/5/2 19:50,320,Aft_10002,132
Flt_16795,WUZI,TATC,2025/5/2 17:55,2025/5/2 20:40,319,Aft_10071,162
Flt_16796,DHUW,UICV,2025/5/2 13:20,2025/5/2 15:15,321,Aft_10010,114
Flt_16797,RTWL,DHUW,2025/5/2 9:10,2025/5/2 12:30,321,Aft_10010,195
Flt_16798,VSZH,TATC,2025/5/2 11:40,2025/5/2 15:45,320,Aft_10002,248
Flt_16799,BTTC,RRES,2025/5/2 18:20,2025/5/2 22:00,320,Aft_10146,217
Flt_16800,RRES,ENDP,2025/5/2 20:15,2025/5/2 22:25,319,Aft_10070,130
Flt_16801,WUZI,RRES,2025/5/2 16:15,2025/5/2 18:40,319,Aft_10103,144
Flt_16802,RRES,BTTC,2025/5/2 13:00,2025/5/2 17:10,320,Aft_10146,241
Flt_16803,RRES,WUZI,2025/5/2 10:45,2025/5/2 13:45,319,Aft_10150,167
Flt_16804,RTWL,RRES,2025/5/2 9:25,2025/5/2 11:50,320,Aft_10146,140
Flt_16805,ENDP,RRES,2025/5/2 7:05,2025/5/2 9:45,319,Aft_10150,160
Flt_16806,TEEO,ENDP,2025/5/2 16:05,2025/5/2 18:55,320,Aft_10154,171
Flt_16807,NCJG,RTWL,2025/5/2 19:05,2025/5/2 21:40,320,Aft_10062,149
Flt_16808,VRYX,NCJG,2025/5/2 16:40,2025/5/2 18:05,320,Aft_10062,80
Flt_16809,SHZB,TEEO,2025/5/2 13:30,2025/5/2 15:15,320,Aft_10154,97
Flt_16810,TEEO,SHZB,2025/5/2 10:40,2025/5/2 12:30,320,Aft_10154,98
Flt_16811,PKYJ,ZORR,2025/5/2 12:40,2025/5/2 15:15,320,Aft_10149,153
Flt_16812,ENDP,TEEO,2025/5/2 6:45,2025/5/2 9:40,320,Aft_10154,190
Flt_16813,XVFW,WGAC,2025/5/2 12:25,2025/5/2 14:30,321,Aft_10148,120
Flt_16814,RTWL,XVFW,2025/5/2 7:35,2025/5/2 11:15,321,Aft_10148,203
Flt_16815,ZORR,RTWL,2025/5/2 16:00,2025/5/2 17:35,320,Aft_10149,94
Flt_16816,NCJG,VRYX,2025/5/2 14:10,2025/5/2 15:45,320,Aft_10062,84
Flt_16817,RTWL,NCJG,2025/5/2 10:25,2025/5/2 13:10,320,Aft_10062,162
Flt_16818,ZORR,PKYJ,2025/5/2 9:25,2025/5/2 11:50,320,Aft_10149,149
Flt_16819,RTWL,ZORR,2025/5/2 7:05,2025/5/2 8:40,320,Aft_10149,91
Flt_16820,RRES,RTWL,2025/5/2 23:20,2025/5/3 1:40,320,Aft_10146,132
Flt_16821,VWSF,OWFY,2025/5/2 7:40,2025/5/2 9:40,320,Aft_10153,114
Flt_16822,CVBE,ILSH,2025/5/2 11:05,2025/5/2 12:25,320,Aft_10024,91
Flt_16823,VWSF,BTTC,2025/5/2 20:50,2025/5/3 1:05,320,Aft_10015,254
Flt_16824,MXYE,ENDP,2025/5/2 11:35,2025/5/2 13:35,321,Aft_10023,121
Flt_16825,ENDP,CVBE,2025/5/2 7:55,2025/5/2 10:20,320,Aft_10024,176
Flt_16826,ENDP,MXYE,2025/5/2 8:20,2025/5/2 10:30,321,Aft_10023,136
Flt_16827,BTTC,VWSF,2025/5/2 16:00,2025/5/2 19:45,320,Aft_10015,220
Flt_16828,JFEE,ENDP,2025/5/2 23:00,2025/5/3 0:50,320,Aft_10024,112
Flt_16829,RVYB,ENDP,2025/5/2 21:10,2025/5/2 23:50,320,Aft_10155,144
Flt_16830,ENDP,JFEE,2025/5/2 18:55,2025/5/2 21:25,320,Aft_10024,139
Flt_16831,ENDP,RVYB,2025/5/2 17:40,2025/5/2 20:25,320,Aft_10155,180
Flt_16832,RTHW,ENDP,2025/5/2 13:15,2025/5/2 16:15,320,Aft_10155,161
Flt_16833,OWFY,VWSF,2025/5/2 16:55,2025/5/2 18:55,320,Aft_10153,111
Flt_16834,ENDP,RTHW,2025/5/2 8:45,2025/5/2 11:45,320,Aft_10155,192
Flt_16835,RTHW,OWFY,2025/5/2 13:55,2025/5/2 16:10,320,Aft_10153,136
Flt_16836,CVBE,ENDP,2025/5/2 15:10,2025/5/2 17:40,320,Aft_10024,148
Flt_16837,TPWY,ENDP,2025/5/2 20:15,2025/5/2 23:35,320,Aft_10140,193
Flt_16838,ILSH,CVBE,2025/5/2 13:10,2025/5/2 14:25,320,Aft_10024,90
Flt_16839,OWFY,RTHW,2025/5/2 10:25,2025/5/2 12:45,320,Aft_10153,133
Flt_16840,ENDP,TPWY,2025/5/2 20:05,2025/5/2 22:55,320,Aft_10154,191
Flt_16841,JFEE,VWTX,2025/5/2 7:00,2025/5/2 9:20,320,Aft_10080,141
Flt_16842,CVBE,JFEE,2025/5/2 19:50,2025/5/2 22:15,321,Aft_10068,127
Flt_16843,JFEE,CVBE,2025/5/2 17:00,2025/5/2 19:05,321,Aft_10068,123
Flt_16844,VWTX,JFEE,2025/5/2 19:25,2025/5/2 21:55,320,Aft_10080,144
Flt_16845,VGQZ,GDHI,2025/5/2 16:50,2025/5/2 18:30,320,Aft_10141,88
Flt_16846,WUZI,NCJG,2025/5/2 13:00,2025/5/2 15:05,319,Aft_10074,123
Flt_16847,NCJG,WUZI,2025/5/2 16:00,2025/5/2 18:55,319,Aft_10074,150
Flt_16848,GDHI,VGQZ,2025/5/2 19:35,2025/5/2 21:35,320,Aft_10141,103
Flt_16849,WGAC,TATC,2025/5/3 11:40,2025/5/3 15:00,320,Aft_10141,209
Flt_16850,TATC,WGAC,2025/5/3 7:50,2025/5/3 10:40,320,Aft_10141,176
Flt_16852,WCBM,VIOC,2025/5/3 14:35,2025/5/3 17:10,321,Aft_10012,175
Flt_16854,VIOC,WCBM,2025/5/3 10:40,2025/5/3 13:25,321,Aft_10012,150
Flt_16855,MELK,VIOC,2025/5/3 20:30,2025/5/3 23:15,320,Aft_10145,165
Flt_16856,VIOC,MELK,2025/5/3 17:10,2025/5/3 19:45,320,Aft_10145,138
Flt_16857,APXN,VIOC,2025/5/3 10:25,2025/5/3 11:50,320,Aft_10156,91
Flt_16858,ENDP,APXN,2025/5/3 8:05,2025/5/3 9:40,320,Aft_10156,112
Flt_16859,AVSX,VIOC,2025/5/3 17:15,2025/5/3 20:15,319,Aft_10112,172
Flt_16860,APXN,ENDP,2025/5/3 20:20,2025/5/3 22:05,320,Aft_10156,103
Flt_16861,VIOC,APXN,2025/5/3 18:00,2025/5/3 19:35,320,Aft_10156,83
Flt_16862,RCDT,VIOC,2025/5/3 18:00,2025/5/3 20:35,319,Aft_10123,145
Flt_16863,RUYS,RCDT,2025/5/3 14:50,2025/5/3 17:00,319,Aft_10123,115
Flt_16864,RCDT,RUYS,2025/5/3 11:45,2025/5/3 13:50,319,Aft_10123,116
Flt_16865,VIOC,RCDT,2025/5/3 8:45,2025/5/3 10:55,319,Aft_10123,128
Flt_16866,VIOC,AVSX,2025/5/3 13:30,2025/5/3 16:15,319,Aft_10112,151
Flt_16867,UDGM,VIOC,2025/5/3 12:00,2025/5/3 14:25,321,Aft_10117,143
Flt_16868,VIOC,UDGM,2025/5/3 8:50,2025/5/3 11:10,321,Aft_10117,132
Flt_16869,VIOC,LCDP,2025/5/3 12:35,2025/5/3 17:00,320,Aft_10102,256
Flt_16870,LCDP,VIOC,2025/5/3 17:45,2025/5/3 21:50,320,Aft_10102,233
Flt_16873,RTWL,FDOQ,2025/5/3 8:10,2025/5/3 11:05,321,Aft_10013,174
Flt_16874,FDOQ,RTWL,2025/5/3 11:50,2025/5/3 14:40,321,Aft_10013,190
Flt_16875,NCJG,BTTC,2025/5/3 11:15,2025/5/3 14:40,320,Aft_10014,212
Flt_16876,ENDP,NCJG,2025/5/3 7:40,2025/5/3 10:30,320,Aft_10014,170
Flt_16877,NCJG,ENDP,2025/5/3 20:40,2025/5/3 23:30,320,Aft_10014,145
Flt_16878,BTTC,NCJG,2025/5/3 16:15,2025/5/3 19:30,320,Aft_10014,190
Flt_16879,HXHL,SLPJ,2025/5/3 20:05,2025/5/3 21:50,320,Aft_10115,120
Flt_16880,DQUC,HXHL,2025/5/3 17:00,2025/5/3 19:00,320,Aft_10115,124
Flt_16881,HXHL,DQUC,2025/5/3 13:50,2025/5/3 15:55,320,Aft_10115,131
Flt_16882,SLPJ,HXHL,2025/5/3 11:10,2025/5/3 13:00,320,Aft_10115,109
Flt_16883,RTHW,XVFW,2025/5/3 9:50,2025/5/3 13:10,320,Aft_10017,173
Flt_16884,PMXY,RTHW,2025/5/3 20:45,2025/5/3 23:15,320,Aft_10076,145
Flt_16885,WGAC,PMXY,2025/5/3 16:55,2025/5/3 19:55,320,Aft_10076,163
Flt_16886,PMXY,WGAC,2025/5/3 13:15,2025/5/3 15:45,320,Aft_10076,157
Flt_16887,RTHW,PMXY,2025/5/3 9:40,2025/5/3 12:25,320,Aft_10076,150
Flt_16888,AICJ,RTHW,2025/5/3 11:30,2025/5/3 14:35,320,Aft_10052,184
Flt_16889,TBXA,RTHW,2025/5/3 20:40,2025/5/3 22:30,320,Aft_10160,99
Flt_16890,XVFW,TBXA,2025/5/3 17:40,2025/5/3 19:50,320,Aft_10160,123
Flt_16891,TBXA,XVFW,2025/5/3 13:40,2025/5/3 15:35,320,Aft_10160,111
Flt_16892,RTHW,TBXA,2025/5/3 11:05,2025/5/3 12:45,320,Aft_10160,87
Flt_16893,XVFW,RTHW,2025/5/3 14:00,2025/5/3 17:05,320,Aft_10017,184
Flt_16894,RTHW,AICJ,2025/5/3 7:50,2025/5/3 10:40,320,Aft_10052,162
Flt_16895,MELK,RTWL,2025/5/3 20:35,2025/5/3 23:30,320,Aft_10021,186
Flt_16896,WGAC,MELK,2025/5/3 17:20,2025/5/3 19:50,320,Aft_10021,138
Flt_16897,MELK,WGAC,2025/5/3 13:45,2025/5/3 16:10,320,Aft_10021,142
Flt_16898,RTWL,MELK,2025/5/3 9:30,2025/5/3 12:40,320,Aft_10021,187
Flt_16899,MWQR,RTWL,2025/5/3 15:50,2025/5/3 17:35,321,Aft_10010,107
Flt_16900,TEEO,MWQR,2025/5/3 12:50,2025/5/3 14:50,321,Aft_10010,127
Flt_16901,MWQR,TEEO,2025/5/3 10:00,2025/5/3 12:00,321,Aft_10010,132
Flt_16902,RTWL,MWQR,2025/5/3 7:05,2025/5/3 9:00,321,Aft_10010,111
Flt_16903,EVBG,ENDP,2025/5/3 18:35,2025/5/3 21:20,321,Aft_10023,147
Flt_16904,ENDP,EVBG,2025/5/3 15:00,2025/5/3 17:50,321,Aft_10023,175
Flt_16905,SLPJ,ENDP,2025/5/3 19:15,2025/5/3 21:35,320,Aft_10024,141
Flt_16906,ENDP,SLPJ,2025/5/3 8:20,2025/5/3 10:55,320,Aft_10024,161
Flt_16907,VYPF,RRES,2025/5/3 10:25,2025/5/3 12:45,321,Aft_10097,152
Flt_16908,RRES,VYPF,2025/5/3 6:55,2025/5/3 9:35,321,Aft_10097,136
Flt_16909,VYPF,VIOC,2025/5/3 16:30,2025/5/3 19:05,319,Aft_10035,173
Flt_16910,VIOC,VYPF,2025/5/3 12:45,2025/5/3 15:35,319,Aft_10035,158
Flt_16911,VIOC,RTWL,2025/5/3 22:25,2025/5/4 0:40,321,Aft_10010,146
Flt_16912,VRYX,VIOC,2025/5/3 23:50,2025/5/4 1:20,320,Aft_10001,86
Flt_16913,VIOC,VRYX,2025/5/3 21:35,2025/5/3 23:00,320,Aft_10001,87
Flt_16914,RTHW,MXYE,2025/5/3 21:40,2025/5/3 23:40,320,Aft_10029,120
Flt_16919,GVTG,VIOC,2025/5/3 1:00,2025/5/3 5:10,320,Aft_10098,239
Flt_16920,VIOC,GVTG,2025/5/3 19:40,2025/5/4 0:05,320,Aft_10004,251
Flt_16921,VIOC,YTYE,2025/5/3 21:35,2025/5/4 2:40,321,Aft_10161,287
Flt_16922,VIOC,GDHI,2025/5/3 11:30,2025/5/3 13:50,321,Aft_10055,135
Flt_16923,XKVP,VIOC,2025/5/3 2:00,2025/5/3 4:40,321,Aft_10159,168
Flt_16924,GDHI,VIOC,2025/5/3 11:50,2025/5/3 14:25,321,Aft_10038,159
Flt_16925,VIOC,GDHI,2025/5/3 8:15,2025/5/3 10:35,321,Aft_10038,137
Flt_16930,STGW,VIOC,2025/5/3 20:50,2025/5/3 23:40,321,Aft_10019,166
Flt_16932,YTYE,SLPJ,2025/5/3 7:20,2025/5/3 10:50,321,Aft_10034,207
Flt_16933,GDHI,VIOC,2025/5/3 18:50,2025/5/3 21:30,321,Aft_10032,156
Flt_16934,SLPJ,YTYE,2025/5/3 2:05,2025/5/3 5:50,321,Aft_10034,240
Flt_16935,VIOC,GDHI,2025/5/3 15:00,2025/5/3 17:35,321,Aft_10032,137
Flt_16936,GDHI,VIOC,2025/5/3 14:50,2025/5/3 17:25,321,Aft_10055,159
Flt_16940,AHZP,VIOC,2025/5/3 17:20,2025/5/3 19:35,321,Aft_10066,144
Flt_16941,VIOC,STGW,2025/5/3 6:40,2025/5/3 9:25,321,Aft_10046,144
Flt_16942,MTLP,VIOC,2025/5/3 11:55,2025/5/3 15:10,321,Aft_10031,199
Flt_16943,AICJ,VIOC,2025/5/3 17:55,2025/5/3 20:45,320,Aft_10001,184
Flt_16944,FDOQ,VIOC,2025/5/3 22:20,2025/5/4 1:00,321,Aft_10045,158
Flt_16945,VIOC,MTLP,2025/5/3 8:00,2025/5/3 10:45,321,Aft_10031,158
Flt_16946,STGW,VIOC,2025/5/3 18:20,2025/5/3 21:10,321,Aft_10046,168
Flt_16947,VIOC,AICJ,2025/5/3 14:15,2025/5/3 17:05,320,Aft_10001,156
Flt_16948,VIOC,FDOQ,2025/5/3 19:15,2025/5/3 21:35,321,Aft_10045,137
Flt_16949,MTLP,RRES,2025/5/3 22:10,2025/5/4 1:00,320,Aft_10044,172
Flt_16950,XVFW,VIOC,2025/5/3 8:35,2025/5/3 11:15,321,Aft_10033,152
Flt_16951,VIOC,XVFW,2025/5/3 20:40,2025/5/3 22:50,321,Aft_10066,131
Flt_16952,RRES,MTLP,2025/5/3 18:05,2025/5/3 20:50,320,Aft_10128,138
Flt_16953,STGW,VIOC,2025/5/3 12:45,2025/5/3 15:30,321,Aft_10019,170
Flt_16954,MTLP,VIOC,2025/5/3 19:20,2025/5/3 22:25,321,Aft_10051,195
Flt_16955,XVFW,VIOC,2025/5/3 16:30,2025/5/3 19:05,320,Aft_10039,152
Flt_16956,VIOC,STGW,2025/5/3 17:20,2025/5/3 19:45,321,Aft_10019,141
Flt_16957,MTLP,RRES,2025/5/3 18:55,2025/5/3 21:55,321,Aft_10063,169
Flt_16958,VIOC,STGW,2025/5/3 14:45,2025/5/3 17:15,321,Aft_10046,140
Flt_16959,VIOC,MTLP,2025/5/3 15:15,2025/5/3 18:05,321,Aft_10051,156
Flt_16960,RRES,MTLP,2025/5/3 15:00,2025/5/3 17:35,321,Aft_10063,140
Flt_16961,VIOC,XVFW,2025/5/3 13:20,2025/5/3 15:30,320,Aft_10039,133
Flt_16962,MTLP,VIOC,2025/5/3 13:10,2025/5/3 16:25,321,Aft_10037,197
Flt_16963,XVFW,VIOC,2025/5/3 11:40,2025/5/3 14:10,321,Aft_10051,157
Flt_16964,VIOC,STGW,2025/5/3 8:55,2025/5/3 11:35,321,Aft_10019,143
Flt_16965,MTLP,RRES,2025/5/3 11:05,2025/5/3 13:50,321,Aft_10047,171
Flt_16966,VIOC,MTLP,2025/5/3 9:00,2025/5/3 11:50,321,Aft_10037,157
Flt_16967,STGW,VIOC,2025/5/3 10:40,2025/5/3 13:30,321,Aft_10046,168
Flt_16968,RRES,MTLP,2025/5/3 7:15,2025/5/3 9:40,321,Aft_10047,142
Flt_16969,VIOC,XVFW,2025/5/3 8:15,2025/5/3 10:30,321,Aft_10051,136
Flt_16970,VIOC,AHZP,2025/5/3 14:15,2025/5/3 16:30,321,Aft_10066,121
Flt_16972,WCBM,VIOC,2025/5/3 19:55,2025/5/3 23:05,320,Aft_10064,181
Flt_16973,VIOC,VWSF,2025/5/3 13:30,2025/5/3 16:15,321,Aft_10048,152
Flt_16976,VIOC,VWSF,2025/5/3 18:30,2025/5/3 21:15,321,Aft_10037,150
Flt_16977,VIOC,WCBM,2025/5/3 15:50,2025/5/3 18:35,320,Aft_10064,153
Flt_16979,EFSS,VIOC,2025/5/3 21:30,2025/5/4 0:10,320,Aft_10027,163
Flt_16980,VWSF,VIOC,2025/5/3 19:45,2025/5/3 22:25,321,Aft_10131,168
Flt_16981,WCBM,VIOC,2025/5/3 12:10,2025/5/3 15:05,321,Aft_10054,181
Flt_16982,VIOC,VWSF,2025/5/3 17:30,2025/5/3 20:30,321,Aft_10049,154
Flt_16984,VIOC,EFSS,2025/5/3 17:55,2025/5/3 20:45,320,Aft_10027,143
Flt_16985,VIOC,WCBM,2025/5/3 8:15,2025/5/3 10:50,321,Aft_10054,155
Flt_16986,AVSX,VIOC,2025/5/3 11:55,2025/5/3 14:55,319,Aft_10073,182
Flt_16987,VIOC,VWTX,2025/5/3 10:55,2025/5/3 12:20,321,Aft_10131,67
Flt_16988,ENDP,VIOC,2025/5/3 9:00,2025/5/3 12:00,321,Aft_10045,184
Flt_16989,VIOC,AVSX,2025/5/3 8:05,2025/5/3 10:50,319,Aft_10073,159
Flt_16990,VWSF,VIOC,2025/5/3 6:55,2025/5/3 9:50,321,Aft_10131,168
Flt_16991,JZAO,VIOC,2025/5/3 22:10,2025/5/4 0:55,321,Aft_10055,173
Flt_16992,VIOC,ENDP,2025/5/3 18:20,2025/5/3 21:00,321,Aft_10036,145
Flt_16993,VIOC,JZAO,2025/5/3 18:35,2025/5/3 21:05,321,Aft_10055,149
Flt_16994,VIOC,VWSF,2025/5/3 15:30,2025/5/3 18:10,321,Aft_10131,150
Flt_16995,JZAO,VIOC,2025/5/3 9:55,2025/5/3 12:50,320,Aft_10001,179
Flt_16996,ENDP,VIOC,2025/5/3 19:35,2025/5/3 22:25,321,Aft_10038,182
Flt_16997,VWTX,VIOC,2025/5/3 13:15,2025/5/3 14:25,321,Aft_10131,63
Flt_16998,VIOC,VWSF,2025/5/3 20:30,2025/5/3 23:05,320,Aft_10039,154
Flt_16999,VIOC,JZAO,2025/5/3 6:05,2025/5/3 8:40,320,Aft_10001,149
Flt_17000,VIOC,ENDP,2025/5/3 15:35,2025/5/3 18:15,321,Aft_10038,147
Flt_17001,VWSF,VIOC,2025/5/3 22:00,2025/5/4 0:50,321,Aft_10049,166
Flt_17002,VWSF,VIOC,2025/5/3 17:40,2025/5/3 20:30,321,Aft_10048,169
Flt_17003,DQUC,VIOC,2025/5/3 10:20,2025/5/3 13:15,320,Aft_10064,172
Flt_17004,RRES,VWSF,2025/5/3 7:15,2025/5/3 9:40,321,Aft_10063,142
Flt_17005,RRES,MXYE,2025/5/3 7:10,2025/5/3 9:10,320,Aft_10089,116
Flt_17006,VIOC,STEC,2025/5/3 17:00,2025/5/3 19:25,321,Aft_10054,134
Flt_17007,VIOC,DQUC,2025/5/3 6:40,2025/5/3 9:10,320,Aft_10064,151
Flt_17008,KYFK,VIOC,2025/5/3 9:55,2025/5/3 11:50,321,Aft_10048,116
Flt_17009,VIOC,VWTX,2025/5/3 16:15,2025/5/3 17:30,320,Aft_10057,66
Flt_17010,STEC,VIOC,2025/5/3 12:50,2025/5/3 15:10,320,Aft_10057,142
Flt_17011,SOBS,VIOC,2025/5/3 9:55,2025/5/3 12:10,320,Aft_10039,130
Flt_17012,VIOC,KYFK,2025/5/3 6:55,2025/5/3 8:45,321,Aft_10048,110
Flt_17013,VIOC,SOBS,2025/5/3 7:15,2025/5/3 9:10,320,Aft_10039,121
Flt_17014,VWSF,RRES,2025/5/3 23:05,2025/5/4 1:55,320,Aft_10093,157
Flt_17015,HYRM,VIOC,2025/5/3 19:00,2025/5/3 21:35,319,Aft_10069,148
Flt_17016,VIOC,HYRM,2025/5/3 15:30,2025/5/3 17:55,319,Aft_10069,143
Flt_17017,DHUW,VIOC,2025/5/3 16:05,2025/5/3 18:10,321,Aft_10045,128
Flt_17018,RRES,VWSF,2025/5/3 17:10,2025/5/3 19:50,320,Aft_10060,145
Flt_17019,MXYE,RRES,2025/5/3 19:55,2025/5/3 22:10,321,Aft_10078,133
Flt_17020,VWSF,RRES,2025/5/3 18:45,2025/5/3 21:30,320,Aft_10058,161
Flt_17021,RRES,MXYE,2025/5/3 16:45,2025/5/3 18:50,321,Aft_10078,119
Flt_17022,VIOC,DHUW,2025/5/3 13:15,2025/5/3 15:15,321,Aft_10045,114
Flt_17023,RRES,VWSF,2025/5/3 15:00,2025/5/3 17:30,320,Aft_10058,144
Flt_17024,MXYE,RRES,2025/5/3 16:30,2025/5/3 18:45,321,Aft_10050,137
Flt_17025,DQUC,VIOC,2025/5/3 20:25,2025/5/3 23:20,319,Aft_10073,172
Flt_17026,VWSF,RRES,2025/5/3 10:55,2025/5/3 13:40,321,Aft_10063,157
