id,depaAirport,arriAirport,td,ta
ddh_11068,RRES,VIOC,2025/5/6 17:00,2025/5/6 18:24
ddh_11069,RRES,VIOC,2025/5/7 17:00,2025/5/7 18:24
ddh_11071,VIOC,RRES,2025/4/29 12:34,2025/4/29 13:43
ddh_11072,VIOC,RRES,2025/4/30 12:34,2025/4/30 13:43
ddh_11073,VIOC,RRES,2025/5/1 12:34,2025/5/1 13:43
ddh_11074,VIOC,RRES,2025/5/2 12:34,2025/5/2 13:43
ddh_11075,VIOC,RRES,2025/5/3 12:34,2025/5/3 13:43
ddh_11076,VIOC,RRES,2025/5/4 12:34,2025/5/4 13:43
ddh_11077,VIOC,RRES,2025/5/5 12:34,2025/5/5 13:43
ddh_11078,VIOC,RRES,2025/5/6 12:34,2025/5/6 13:43
ddh_11079,VIOC,RRES,2025/5/7 12:34,2025/5/7 13:43
ddh_11081,ZLEQ,RRES,2025/4/29 12:16,2025/4/29 13:18
ddh_11082,ZLEQ,RRES,2025/4/30 12:16,2025/4/30 13:18
ddh_11083,ZLEQ,RRES,2025/5/1 12:16,2025/5/1 13:18
ddh_11084,ZLEQ,RRES,2025/5/2 12:16,2025/5/2 13:18
ddh_11085,ZLEQ,RRES,2025/5/3 12:16,2025/5/3 13:18
ddh_11086,ZLEQ,RRES,2025/5/4 12:16,2025/5/4 13:18
ddh_11087,ZLEQ,RRES,2025/5/5 12:16,2025/5/5 13:18
ddh_11088,ZLEQ,RRES,2025/5/6 12:16,2025/5/6 13:18
ddh_11089,ZLEQ,RRES,2025/5/7 12:16,2025/5/7 13:18
ddh_11091,VIOC,XKVP,2025/4/29 18:00,2025/4/29 20:45
ddh_11092,VIOC,XKVP,2025/4/30 18:00,2025/4/30 20:45
ddh_11093,VIOC,XKVP,2025/5/1 18:00,2025/5/1 20:45
ddh_11094,VIOC,XKVP,2025/5/2 18:00,2025/5/2 20:45
ddh_11095,VIOC,XKVP,2025/5/3 18:00,2025/5/3 20:45
ddh_11096,VIOC,XKVP,2025/5/4 18:00,2025/5/4 20:45
ddh_11097,VIOC,XKVP,2025/5/5 18:00,2025/5/5 20:45
ddh_11098,VIOC,XKVP,2025/5/6 18:00,2025/5/6 20:45
ddh_11099,VIOC,XKVP,2025/5/7 18:00,2025/5/7 20:45
ddh_11101,TATC,ZLEQ,2025/4/29 17:04,2025/4/29 21:09
ddh_11102,TATC,ZLEQ,2025/4/30 17:04,2025/4/30 21:09
ddh_11103,TATC,ZLEQ,2025/5/1 17:04,2025/5/1 21:09
ddh_11104,TATC,ZLEQ,2025/5/2 17:04,2025/5/2 21:09
ddh_11105,TATC,ZLEQ,2025/5/3 17:04,2025/5/3 21:09
ddh_11106,TATC,ZLEQ,2025/5/4 17:04,2025/5/4 21:09
ddh_11107,TATC,ZLEQ,2025/5/5 17:04,2025/5/5 21:09
ddh_11108,TATC,ZLEQ,2025/5/6 17:04,2025/5/6 21:09
ddh_11109,TATC,ZLEQ,2025/5/7 17:04,2025/5/7 21:09
ddh_11111,TATC,ZLEQ,2025/4/29 11:30,2025/4/29 14:58
ddh_11112,TATC,ZLEQ,2025/4/30 11:30,2025/4/30 14:58
ddh_11113,TATC,ZLEQ,2025/5/1 11:30,2025/5/1 14:58
ddh_11114,TATC,ZLEQ,2025/5/2 11:30,2025/5/2 14:58
ddh_11115,TATC,ZLEQ,2025/5/3 11:30,2025/5/3 14:58
ddh_11116,TATC,ZLEQ,2025/5/4 11:30,2025/5/4 14:58
ddh_11117,TATC,ZLEQ,2025/5/5 11:30,2025/5/5 14:58
ddh_11118,TATC,ZLEQ,2025/5/6 11:30,2025/5/6 14:58
ddh_11119,TATC,ZLEQ,2025/5/7 11:30,2025/5/7 14:58
ddh_11121,XKVP,VIOC,2025/4/29 21:35,2025/4/30 0:25
ddh_11122,XKVP,VIOC,2025/4/30 21:35,2025/5/1 0:25
ddh_11123,XKVP,VIOC,2025/5/1 21:35,2025/5/2 0:25
ddh_11124,XKVP,VIOC,2025/5/2 21:35,2025/5/3 0:25
ddh_11125,XKVP,VIOC,2025/5/3 21:35,2025/5/4 0:25
ddh_11126,XKVP,VIOC,2025/5/4 21:35,2025/5/5 0:25
ddh_11127,XKVP,VIOC,2025/5/5 21:35,2025/5/6 0:25
ddh_11128,XKVP,VIOC,2025/5/6 21:35,2025/5/7 0:25
ddh_11131,CVBE,ZLEQ,2025/4/29 9:00,2025/4/29 10:22
ddh_11132,CVBE,ZLEQ,2025/4/30 9:00,2025/4/30 10:22
ddh_11133,CVBE,ZLEQ,2025/5/1 9:00,2025/5/1 10:22
ddh_11134,CVBE,ZLEQ,2025/5/2 9:00,2025/5/2 10:22
ddh_11135,CVBE,ZLEQ,2025/5/3 9:00,2025/5/3 10:22
ddh_11136,CVBE,ZLEQ,2025/5/4 9:00,2025/5/4 10:22
ddh_11137,CVBE,ZLEQ,2025/5/5 9:00,2025/5/5 10:22
ddh_11138,CVBE,ZLEQ,2025/5/6 9:00,2025/5/6 10:22
ddh_11139,CVBE,ZLEQ,2025/5/7 9:00,2025/5/7 10:22
ddh_11141,VWTX,ZLEQ,2025/4/29 15:21,2025/4/29 18:36
ddh_11142,VWTX,ZLEQ,2025/4/30 15:21,2025/4/30 18:36
ddh_11143,VWTX,ZLEQ,2025/5/1 15:21,2025/5/1 18:36
ddh_11144,VWTX,ZLEQ,2025/5/2 15:21,2025/5/2 18:36
ddh_11145,VWTX,ZLEQ,2025/5/3 15:21,2025/5/3 18:36
ddh_11146,VWTX,ZLEQ,2025/5/4 15:21,2025/5/4 18:36
ddh_11147,VWTX,ZLEQ,2025/5/5 15:21,2025/5/5 18:36
ddh_11148,VWTX,ZLEQ,2025/5/6 15:21,2025/5/6 18:36
ddh_11149,VWTX,ZLEQ,2025/5/7 15:21,2025/5/7 18:36
ddh_11151,ZLEQ,TATC,2025/4/29 16:40,2025/4/29 18:20
ddh_11152,ZLEQ,TATC,2025/4/30 16:40,2025/4/30 18:20
ddh_11153,ZLEQ,TATC,2025/5/1 16:40,2025/5/1 18:20
ddh_11154,ZLEQ,TATC,2025/5/2 16:40,2025/5/2 18:20
ddh_11155,ZLEQ,TATC,2025/5/3 16:40,2025/5/3 18:20
ddh_11156,ZLEQ,TATC,2025/5/4 16:40,2025/5/4 18:20
ddh_11157,ZLEQ,TATC,2025/5/5 16:40,2025/5/5 18:20
ddh_11158,ZLEQ,TATC,2025/5/6 16:40,2025/5/6 18:20
ddh_11159,ZLEQ,TATC,2025/5/7 16:40,2025/5/7 18:20
ddh_11161,ZLEQ,CVBE,2025/4/29 10:10,2025/4/29 11:45
ddh_11162,ZLEQ,CVBE,2025/4/30 10:10,2025/4/30 11:45
ddh_11163,ZLEQ,CVBE,2025/5/1 10:10,2025/5/1 11:45
ddh_11164,ZLEQ,CVBE,2025/5/2 10:10,2025/5/2 11:45
ddh_11165,ZLEQ,CVBE,2025/5/3 10:10,2025/5/3 11:45
ddh_11166,ZLEQ,CVBE,2025/5/4 10:10,2025/5/4 11:45
ddh_11167,ZLEQ,CVBE,2025/5/5 10:10,2025/5/5 11:45
ddh_11168,ZLEQ,CVBE,2025/5/6 10:10,2025/5/6 11:45
ddh_11169,ZLEQ,CVBE,2025/5/7 10:10,2025/5/7 11:45
ddh_11171,ZLEQ,TPWY,2025/4/29 6:55,2025/4/29 10:55
ddh_11172,ZLEQ,TPWY,2025/4/30 6:55,2025/4/30 10:55
ddh_11173,ZLEQ,TPWY,2025/5/1 6:55,2025/5/1 10:55
ddh_11174,ZLEQ,TPWY,2025/5/2 6:55,2025/5/2 10:55
ddh_11175,ZLEQ,TPWY,2025/5/3 6:55,2025/5/3 10:55
ddh_11176,ZLEQ,TPWY,2025/5/4 6:55,2025/5/4 10:55
ddh_11177,ZLEQ,TPWY,2025/5/5 6:55,2025/5/5 10:55
ddh_11178,ZLEQ,TPWY,2025/5/6 6:55,2025/5/6 10:55
ddh_11179,ZLEQ,TPWY,2025/5/7 6:55,2025/5/7 10:55
ddh_11181,ZLEQ,TATC,2025/4/29 7:35,2025/4/29 11:22
ddh_11182,ZLEQ,TATC,2025/4/30 7:35,2025/4/30 11:22
ddh_11183,ZLEQ,TATC,2025/5/1 7:35,2025/5/1 11:22
ddh_11184,ZLEQ,TATC,2025/5/2 7:35,2025/5/2 11:22
ddh_11185,ZLEQ,TATC,2025/5/3 7:35,2025/5/3 11:22
ddh_11186,ZLEQ,TATC,2025/5/4 7:35,2025/5/4 11:22
ddh_11187,ZLEQ,TATC,2025/5/5 7:35,2025/5/5 11:22
ddh_11188,ZLEQ,TATC,2025/5/6 7:35,2025/5/6 11:22
ddh_11189,ZLEQ,TATC,2025/5/7 7:35,2025/5/7 11:22
ddh_11191,ZLEQ,TATC,2025/4/29 16:15,2025/4/29 20:12
ddh_11192,ZLEQ,TATC,2025/4/30 16:15,2025/4/30 20:12
ddh_11193,ZLEQ,TATC,2025/5/1 16:15,2025/5/1 20:12
ddh_11194,ZLEQ,TATC,2025/5/2 16:15,2025/5/2 20:12
ddh_11195,ZLEQ,TATC,2025/5/3 16:15,2025/5/3 20:12
ddh_11196,ZLEQ,TATC,2025/5/4 16:15,2025/5/4 20:12
ddh_11197,ZLEQ,TATC,2025/5/5 16:15,2025/5/5 20:12
ddh_11198,ZLEQ,TATC,2025/5/6 16:15,2025/5/6 20:12
ddh_11199,ZLEQ,TATC,2025/5/7 16:15,2025/5/7 20:12
ddh_11201,ZLEQ,TATC,2025/4/29 16:45,2025/4/29 20:54
ddh_11202,ZLEQ,TATC,2025/4/30 16:45,2025/4/30 20:54
ddh_11203,ZLEQ,TATC,2025/5/1 16:45,2025/5/1 20:54
ddh_11204,ZLEQ,TATC,2025/5/2 16:45,2025/5/2 20:54
ddh_11205,ZLEQ,TATC,2025/5/3 16:45,2025/5/3 20:54
ddh_11206,ZLEQ,TATC,2025/5/4 16:45,2025/5/4 20:54
ddh_11207,ZLEQ,TATC,2025/5/5 16:45,2025/5/5 20:54
ddh_11208,ZLEQ,TATC,2025/5/6 16:45,2025/5/6 20:54
ddh_11209,ZLEQ,TATC,2025/5/7 16:45,2025/5/7 20:54
ddh_11211,ZLEQ,TATC,2025/4/29 10:35,2025/4/29 14:21
ddh_11212,ZLEQ,TATC,2025/4/30 10:35,2025/4/30 14:21
ddh_11213,ZLEQ,TATC,2025/5/1 10:35,2025/5/1 14:21
ddh_11214,ZLEQ,TATC,2025/5/2 10:35,2025/5/2 14:21
ddh_11215,ZLEQ,TATC,2025/5/3 10:35,2025/5/3 14:21
ddh_11216,ZLEQ,TATC,2025/5/4 10:35,2025/5/4 14:21
ddh_11217,ZLEQ,TATC,2025/5/5 10:35,2025/5/5 14:21
ddh_11218,ZLEQ,TATC,2025/5/6 10:35,2025/5/6 14:21
ddh_11219,ZLEQ,TATC,2025/5/7 10:35,2025/5/7 14:21
ddh_11221,ZLEQ,TATC,2025/4/29 20:18,2025/4/29 23:56
ddh_11222,ZLEQ,TATC,2025/4/30 20:18,2025/4/30 23:56
ddh_11223,ZLEQ,TATC,2025/5/1 20:18,2025/5/1 23:56
ddh_11224,ZLEQ,TATC,2025/5/2 20:18,2025/5/2 23:56
ddh_11225,ZLEQ,TATC,2025/5/3 20:18,2025/5/3 23:56
ddh_11226,ZLEQ,TATC,2025/5/4 20:18,2025/5/4 23:56
ddh_11227,ZLEQ,TATC,2025/5/5 20:18,2025/5/5 23:56
ddh_11228,ZLEQ,TATC,2025/5/6 20:18,2025/5/6 23:56
ddh_11229,ZLEQ,TATC,2025/5/7 20:18,2025/5/7 23:56
ddh_11231,RRES,VIOC,2025/4/29 11:49,2025/4/29 13:47
ddh_11232,RRES,VIOC,2025/4/30 11:49,2025/4/30 13:47
ddh_11233,RRES,VIOC,2025/5/1 11:49,2025/5/1 13:47
ddh_11234,RRES,VIOC,2025/5/2 11:49,2025/5/2 13:47
ddh_11235,RRES,VIOC,2025/5/3 11:49,2025/5/3 13:47
ddh_11236,RRES,VIOC,2025/5/4 11:49,2025/5/4 13:47
ddh_11237,RRES,VIOC,2025/5/5 11:49,2025/5/5 13:47
ddh_11238,RRES,VIOC,2025/5/6 11:49,2025/5/6 13:47
ddh_11239,RRES,VIOC,2025/5/7 11:49,2025/5/7 13:47
ddh_11241,VWSF,DQUC,2025/4/29 17:00,2025/4/29 18:00
ddh_11242,VWSF,DQUC,2025/4/30 17:00,2025/4/30 18:00
ddh_11243,VWSF,DQUC,2025/5/1 17:00,2025/5/1 18:00
ddh_11244,VWSF,DQUC,2025/5/2 17:00,2025/5/2 18:00
ddh_11245,VWSF,DQUC,2025/5/3 17:00,2025/5/3 18:00
ddh_11246,VWSF,DQUC,2025/5/4 17:00,2025/5/4 18:00
ddh_11247,VWSF,DQUC,2025/5/5 17:00,2025/5/5 18:00
ddh_11248,VWSF,DQUC,2025/5/6 17:00,2025/5/6 18:00
ddh_11249,VWSF,DQUC,2025/5/7 17:00,2025/5/7 18:00
ddh_11251,ZLEQ,TATC,2025/4/29 10:47,2025/4/29 15:15
ddh_11252,ZLEQ,TATC,2025/4/30 10:47,2025/4/30 15:15
ddh_11253,ZLEQ,TATC,2025/5/1 10:47,2025/5/1 15:15
ddh_11254,ZLEQ,TATC,2025/5/2 10:47,2025/5/2 15:15
ddh_11255,ZLEQ,TATC,2025/5/3 10:47,2025/5/3 15:15
ddh_11256,ZLEQ,TATC,2025/5/4 10:47,2025/5/4 15:15
ddh_11257,ZLEQ,TATC,2025/5/5 10:47,2025/5/5 15:15
ddh_11258,ZLEQ,TATC,2025/5/6 10:47,2025/5/6 15:15
ddh_11259,ZLEQ,TATC,2025/5/7 10:47,2025/5/7 15:15
ddh_11261,ZLEQ,RRES,2025/4/29 16:30,2025/4/29 18:34
ddh_11262,ZLEQ,RRES,2025/4/30 16:30,2025/4/30 18:34
ddh_11263,ZLEQ,RRES,2025/5/1 16:30,2025/5/1 18:34
ddh_11264,ZLEQ,RRES,2025/5/2 16:30,2025/5/2 18:34
ddh_11265,ZLEQ,RRES,2025/5/3 16:30,2025/5/3 18:34
ddh_11266,ZLEQ,RRES,2025/5/4 16:30,2025/5/4 18:34
ddh_11267,ZLEQ,RRES,2025/5/5 16:30,2025/5/5 18:34
ddh_11268,ZLEQ,RRES,2025/5/6 16:30,2025/5/6 18:34
ddh_11269,ZLEQ,RRES,2025/5/7 16:30,2025/5/7 18:34
ddh_11271,BTTC,RRES,2025/4/29 9:15,2025/4/29 13:10
ddh_11272,BTTC,RRES,2025/4/30 9:15,2025/4/30 13:10
ddh_11273,BTTC,RRES,2025/5/1 9:15,2025/5/1 13:10
ddh_11274,BTTC,RRES,2025/5/2 9:15,2025/5/2 13:10
ddh_11275,BTTC,RRES,2025/5/3 9:15,2025/5/3 13:10
ddh_11276,BTTC,RRES,2025/5/4 9:15,2025/5/4 13:10
ddh_11277,BTTC,RRES,2025/5/5 9:15,2025/5/5 13:10
ddh_11278,BTTC,RRES,2025/5/6 9:15,2025/5/6 13:10
ddh_11279,BTTC,RRES,2025/5/7 9:15,2025/5/7 13:10
ddh_11281,VWSF,DQUC,2025/4/29 12:00,2025/4/29 14:00
ddh_11282,VWSF,DQUC,2025/4/30 12:00,2025/4/30 14:00
ddh_11283,VWSF,DQUC,2025/5/1 12:00,2025/5/1 14:00
ddh_11284,VWSF,DQUC,2025/5/2 12:00,2025/5/2 14:00
ddh_11285,VWSF,DQUC,2025/5/3 12:00,2025/5/3 14:00
ddh_11286,VWSF,DQUC,2025/5/4 12:00,2025/5/4 14:00
ddh_11287,VWSF,DQUC,2025/5/5 12:00,2025/5/5 14:00
ddh_11288,VWSF,DQUC,2025/5/6 12:00,2025/5/6 14:00
ddh_11289,VWSF,DQUC,2025/5/7 12:00,2025/5/7 14:00
ddh_11291,ZLEQ,TATC,2025/4/29 18:53,2025/4/29 22:50
ddh_11292,ZLEQ,TATC,2025/4/30 18:53,2025/4/30 22:50
ddh_11293,ZLEQ,TATC,2025/5/1 18:53,2025/5/1 22:50
ddh_11294,ZLEQ,TATC,2025/5/2 18:53,2025/5/2 22:50
ddh_11295,ZLEQ,TATC,2025/5/3 18:53,2025/5/3 22:50
ddh_11296,ZLEQ,TATC,2025/5/4 18:53,2025/5/4 22:50
ddh_11297,ZLEQ,TATC,2025/5/5 18:53,2025/5/5 22:50
ddh_11298,ZLEQ,TATC,2025/5/6 18:53,2025/5/6 22:50
ddh_11299,ZLEQ,TATC,2025/5/7 18:53,2025/5/7 22:50
ddh_11301,TATC,ZLEQ,2025/4/29 7:53,2025/4/29 11:48
ddh_11302,TATC,ZLEQ,2025/4/30 7:53,2025/4/30 11:48
ddh_11303,TATC,ZLEQ,2025/5/1 7:53,2025/5/1 11:48
ddh_11304,TATC,ZLEQ,2025/5/2 7:53,2025/5/2 11:48
ddh_11305,TATC,ZLEQ,2025/5/3 7:53,2025/5/3 11:48
ddh_11306,TATC,ZLEQ,2025/5/4 7:53,2025/5/4 11:48
ddh_11307,TATC,ZLEQ,2025/5/5 7:53,2025/5/5 11:48
ddh_11308,TATC,ZLEQ,2025/5/6 7:53,2025/5/6 11:48
ddh_11309,TATC,ZLEQ,2025/5/7 7:53,2025/5/7 11:48
ddh_11311,CVBE,ZLEQ,2025/4/29 10:46,2025/4/29 12:34
ddh_11312,CVBE,ZLEQ,2025/4/30 10:46,2025/4/30 12:34
ddh_11313,CVBE,ZLEQ,2025/5/1 10:46,2025/5/1 12:34
ddh_11314,CVBE,ZLEQ,2025/5/2 10:46,2025/5/2 12:34
ddh_11315,CVBE,ZLEQ,2025/5/3 10:46,2025/5/3 12:34
ddh_11316,CVBE,ZLEQ,2025/5/4 10:46,2025/5/4 12:34
ddh_11317,CVBE,ZLEQ,2025/5/5 10:46,2025/5/5 12:34
ddh_11318,CVBE,ZLEQ,2025/5/6 10:46,2025/5/6 12:34
ddh_11319,CVBE,ZLEQ,2025/5/7 10:46,2025/5/7 12:34
ddh_11321,ZLEQ,CVBE,2025/4/29 14:11,2025/4/29 15:53
ddh_11322,ZLEQ,CVBE,2025/4/30 14:11,2025/4/30 15:53
ddh_11323,ZLEQ,CVBE,2025/5/1 14:11,2025/5/1 15:53
ddh_11324,ZLEQ,CVBE,2025/5/2 14:11,2025/5/2 15:53
ddh_11325,ZLEQ,CVBE,2025/5/3 14:11,2025/5/3 15:53
ddh_11326,ZLEQ,CVBE,2025/5/4 14:11,2025/5/4 15:53
ddh_11327,ZLEQ,CVBE,2025/5/5 14:11,2025/5/5 15:53
ddh_11328,ZLEQ,CVBE,2025/5/6 14:11,2025/5/6 15:53
ddh_11329,ZLEQ,CVBE,2025/5/7 14:11,2025/5/7 15:53
ddh_11331,RRES,VIOC,2025/4/29 8:57,2025/4/29 10:41
ddh_11332,RRES,VIOC,2025/4/30 8:57,2025/4/30 10:41
ddh_11333,RRES,VIOC,2025/5/1 8:57,2025/5/1 10:41
ddh_11334,RRES,VIOC,2025/5/2 8:57,2025/5/2 10:41
ddh_11335,RRES,VIOC,2025/5/3 8:57,2025/5/3 10:41
ddh_11336,RRES,VIOC,2025/5/4 8:57,2025/5/4 10:41
ddh_11337,RRES,VIOC,2025/5/5 8:57,2025/5/5 10:41
ddh_11338,RRES,VIOC,2025/5/6 8:57,2025/5/6 10:41
ddh_11339,RRES,VIOC,2025/5/7 8:57,2025/5/7 10:41
ddh_11341,CVBE,ZLEQ,2025/4/29 8:26,2025/4/29 9:47
ddh_11342,CVBE,ZLEQ,2025/4/30 8:26,2025/4/30 9:47
ddh_11343,CVBE,ZLEQ,2025/5/1 8:26,2025/5/1 9:47
ddh_11344,CVBE,ZLEQ,2025/5/2 8:26,2025/5/2 9:47
ddh_11345,CVBE,ZLEQ,2025/5/3 8:26,2025/5/3 9:47
ddh_11346,CVBE,ZLEQ,2025/5/4 8:26,2025/5/4 9:47
ddh_11347,CVBE,ZLEQ,2025/5/5 8:26,2025/5/5 9:47
ddh_11348,CVBE,ZLEQ,2025/5/6 8:26,2025/5/6 9:47
ddh_11349,CVBE,ZLEQ,2025/5/7 8:26,2025/5/7 9:47
ddh_11351,KQCH,ENDP,2025/4/29 19:35,2025/4/29 21:50
ddh_11352,KQCH,ENDP,2025/4/30 19:35,2025/4/30 21:50
ddh_11353,KQCH,ENDP,2025/5/1 19:35,2025/5/1 21:50
ddh_11354,KQCH,ENDP,2025/5/2 19:35,2025/5/2 21:50
ddh_11355,KQCH,ENDP,2025/5/3 19:35,2025/5/3 21:50
ddh_11356,KQCH,ENDP,2025/5/4 19:35,2025/5/4 21:50
ddh_11357,KQCH,ENDP,2025/5/5 19:35,2025/5/5 21:50
ddh_11358,KQCH,ENDP,2025/5/6 19:35,2025/5/6 21:50
ddh_11359,KQCH,ENDP,2025/5/7 19:35,2025/5/7 21:50
ddh_11361,NCJG,ZLEQ,2025/4/29 14:00,2025/4/29 16:00
ddh_11362,NCJG,ZLEQ,2025/4/30 14:00,2025/4/30 16:00
ddh_11363,NCJG,ZLEQ,2025/5/1 14:00,2025/5/1 16:00
ddh_11364,NCJG,ZLEQ,2025/5/2 14:00,2025/5/2 16:00
ddh_11365,NCJG,ZLEQ,2025/5/3 14:00,2025/5/3 16:00
ddh_11366,NCJG,ZLEQ,2025/5/4 14:00,2025/5/4 16:00
ddh_11367,NCJG,ZLEQ,2025/5/5 14:00,2025/5/5 16:00
ddh_11368,NCJG,ZLEQ,2025/5/6 14:00,2025/5/6 16:00
ddh_11369,NCJG,ZLEQ,2025/5/7 14:00,2025/5/7 16:00
ddh_11371,NCJG,RRES,2025/4/29 17:44,2025/4/29 20:02
ddh_11372,NCJG,RRES,2025/4/30 17:44,2025/4/30 20:02
ddh_11373,NCJG,RRES,2025/5/1 17:44,2025/5/1 20:02
ddh_11374,NCJG,RRES,2025/5/2 17:44,2025/5/2 20:02
ddh_11375,NCJG,RRES,2025/5/3 17:44,2025/5/3 20:02
ddh_11376,NCJG,RRES,2025/5/4 17:44,2025/5/4 20:02
ddh_11377,NCJG,RRES,2025/5/5 17:44,2025/5/5 20:02
ddh_11378,NCJG,RRES,2025/5/6 17:44,2025/5/6 20:02
ddh_11379,NCJG,RRES,2025/5/7 17:44,2025/5/7 20:02
ddh_11381,VWSF,TATC,2025/4/29 9:55,2025/4/29 14:05
ddh_11382,VWSF,TATC,2025/4/30 9:55,2025/4/30 14:05
ddh_11383,VWSF,TATC,2025/5/1 9:55,2025/5/1 14:05
ddh_11384,VWSF,TATC,2025/5/2 9:55,2025/5/2 14:05
ddh_11385,VWSF,TATC,2025/5/3 9:55,2025/5/3 14:05
ddh_11386,VWSF,TATC,2025/5/4 9:55,2025/5/4 14:05
ddh_11387,VWSF,TATC,2025/5/5 9:55,2025/5/5 14:05
ddh_11388,VWSF,TATC,2025/5/6 9:55,2025/5/6 14:05
ddh_11389,VWSF,TATC,2025/5/7 9:55,2025/5/7 14:05
ddh_11391,ZLEQ,RRES,2025/4/29 17:30,2025/4/29 19:10
ddh_11392,ZLEQ,RRES,2025/4/30 17:30,2025/4/30 19:10
ddh_11393,ZLEQ,RRES,2025/5/1 17:30,2025/5/1 19:10
ddh_11394,ZLEQ,RRES,2025/5/2 17:30,2025/5/2 19:10
ddh_11395,ZLEQ,RRES,2025/5/3 17:30,2025/5/3 19:10
ddh_11396,ZLEQ,RRES,2025/5/4 17:30,2025/5/4 19:10
ddh_11397,ZLEQ,RRES,2025/5/5 17:30,2025/5/5 19:10
ddh_11398,ZLEQ,RRES,2025/5/6 17:30,2025/5/6 19:10
ddh_11399,ZLEQ,RRES,2025/5/7 17:30,2025/5/7 19:10
ddh_11401,RRES,ZLEQ,2025/4/29 12:21,2025/4/29 13:42
ddh_11402,RRES,ZLEQ,2025/4/30 12:21,2025/4/30 13:42
ddh_11403,RRES,ZLEQ,2025/5/1 12:21,2025/5/1 13:42
ddh_11404,RRES,ZLEQ,2025/5/2 12:21,2025/5/2 13:42
ddh_11405,RRES,ZLEQ,2025/5/3 12:21,2025/5/3 13:42
ddh_11406,RRES,ZLEQ,2025/5/4 12:21,2025/5/4 13:42
ddh_11407,RRES,ZLEQ,2025/5/5 12:21,2025/5/5 13:42
ddh_11408,RRES,ZLEQ,2025/5/6 12:21,2025/5/6 13:42
ddh_11409,RRES,ZLEQ,2025/5/7 12:21,2025/5/7 13:42
ddh_11411,VIOC,RTHW,2025/4/29 21:15,2025/4/29 22:30
ddh_11412,VIOC,RTHW,2025/4/30 21:15,2025/4/30 22:30
ddh_11413,VIOC,RTHW,2025/5/1 21:15,2025/5/1 22:30
ddh_11414,VIOC,RTHW,2025/5/2 21:15,2025/5/2 22:30
ddh_11415,VIOC,RTHW,2025/5/3 21:15,2025/5/3 22:30
ddh_11416,VIOC,RTHW,2025/5/4 21:15,2025/5/4 22:30
ddh_11417,VIOC,RTHW,2025/5/5 21:15,2025/5/5 22:30
ddh_11418,VIOC,RTHW,2025/5/6 21:15,2025/5/6 22:30
ddh_11419,VIOC,RTHW,2025/5/7 21:15,2025/5/7 22:30
ddh_11421,ZLEQ,RRES,2025/4/29 16:36,2025/4/29 18:31
ddh_11422,ZLEQ,RRES,2025/4/30 16:36,2025/4/30 18:31
ddh_11423,ZLEQ,RRES,2025/5/1 16:36,2025/5/1 18:31
ddh_11424,ZLEQ,RRES,2025/5/2 16:36,2025/5/2 18:31
ddh_11425,ZLEQ,RRES,2025/5/3 16:36,2025/5/3 18:31
ddh_11426,ZLEQ,RRES,2025/5/4 16:36,2025/5/4 18:31
ddh_11427,ZLEQ,RRES,2025/5/5 16:36,2025/5/5 18:31
ddh_11428,ZLEQ,RRES,2025/5/6 16:36,2025/5/6 18:31
ddh_11429,ZLEQ,RRES,2025/5/7 16:36,2025/5/7 18:31
ddh_11431,RRES,ZLEQ,2025/4/29 6:41,2025/4/29 8:03
ddh_11432,RRES,ZLEQ,2025/4/30 6:41,2025/4/30 8:03
ddh_11433,RRES,ZLEQ,2025/5/1 6:41,2025/5/1 8:03
ddh_11434,RRES,ZLEQ,2025/5/2 6:41,2025/5/2 8:03
ddh_11435,RRES,ZLEQ,2025/5/3 6:41,2025/5/3 8:03
ddh_11436,RRES,ZLEQ,2025/5/4 6:41,2025/5/4 8:03
ddh_11437,RRES,ZLEQ,2025/5/5 6:41,2025/5/5 8:03
ddh_11438,RRES,ZLEQ,2025/5/6 6:41,2025/5/6 8:03
ddh_11439,RRES,ZLEQ,2025/5/7 6:41,2025/5/7 8:03
ddh_11441,TATC,ZLEQ,2025/4/29 15:34,2025/4/29 19:33
ddh_11442,TATC,ZLEQ,2025/4/30 15:34,2025/4/30 19:33
ddh_11443,TATC,ZLEQ,2025/5/1 15:34,2025/5/1 19:33
ddh_11444,TATC,ZLEQ,2025/5/2 15:34,2025/5/2 19:33
ddh_11445,TATC,ZLEQ,2025/5/3 15:34,2025/5/3 19:33
ddh_11446,TATC,ZLEQ,2025/5/4 15:34,2025/5/4 19:33
ddh_11447,TATC,ZLEQ,2025/5/5 15:34,2025/5/5 19:33
ddh_11448,TATC,ZLEQ,2025/5/6 15:34,2025/5/6 19:33
ddh_11449,TATC,ZLEQ,2025/5/7 15:34,2025/5/7 19:33
ddh_11451,ZLEQ,TATC,2025/4/29 13:28,2025/4/29 17:34
ddh_11452,ZLEQ,TATC,2025/4/30 13:28,2025/4/30 17:34
ddh_11453,ZLEQ,TATC,2025/5/1 13:28,2025/5/1 17:34
ddh_11454,ZLEQ,TATC,2025/5/2 13:28,2025/5/2 17:34
ddh_11455,ZLEQ,TATC,2025/5/3 13:28,2025/5/3 17:34
ddh_11456,ZLEQ,TATC,2025/5/4 13:28,2025/5/4 17:34
ddh_11457,ZLEQ,TATC,2025/5/5 13:28,2025/5/5 17:34
ddh_11458,ZLEQ,TATC,2025/5/6 13:28,2025/5/6 17:34
