id,crewId,airport,startTime,endTime,isDuty
Grd_1937_10004,Crew_10510,RTHW,2025/5/5 0:00,2025/5/5 23:59,0
Grd_1937_10005,Crew_10510,RTHW,2025/5/6 8:00,2025/5/6 18:00,1
Grd_1972_10000,Crew_10511,VIOC,2025/5/3 8:00,2025/5/3 18:00,1
Grd_1972_10001,Crew_10511,VIOC,2025/5/4 8:00,2025/5/4 18:00,1
Grd_1972_10002,Crew_10511,VIOC,2025/5/5 8:00,2025/5/5 18:00,1
Grd_2465_10000,Crew_10512,VIOC,2025/5/4 8:00,2025/5/4 18:00,1
Grd_2465_10001,Crew_10512,VIOC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_2530_10000,Crew_10516,VIOC,2025/5/6 8:00,2025/5/6 18:00,1
Grd_2530_10001,Crew_10516,VIOC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_4112_10000,Crew_10522,VIOC,2025/5/3 8:00,2025/5/3 18:00,1
Grd_4112_10001,Crew_10522,VIOC,2025/5/4 8:00,2025/5/4 18:00,1
Grd_4112_10002,Crew_10522,VIOC,2025/5/5 8:00,2025/5/5 18:00,1
Grd_4112_10003,Crew_10522,VIOC,2025/5/6 8:00,2025/5/6 18:00,1
Grd_1208_10000,Crew_10523,VIOC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_1065_10000,Crew_10528,VIOC,2025/5/1 0:00,2025/5/1 23:59,0
Grd_1065_10001,Crew_10528,VIOC,2025/5/2 0:00,2025/5/2 23:59,0
Grd_1065_10002,Crew_10528,VIOC,2025/5/3 0:00,2025/5/3 23:59,0
Grd_1065_10003,Crew_10528,VIOC,2025/5/4 0:00,2025/5/4 23:59,0
Grd_1250_10000,Crew_10530,DQUC,2025/5/6 8:00,2025/5/6 18:00,1
Grd_10393_10000,Crew_10534,VIOC,2025/5/6 0:00,2025/5/6 23:59,0
Grd_1071_10000,Crew_10535,VIOC,2025/5/4 8:00,2025/5/4 18:00,1
Grd_1071_10001,Crew_10535,VIOC,2025/5/5 8:00,2025/5/5 18:00,1
Grd_1547_10000,Crew_10539,VIOC,2025/5/6 8:00,2025/5/6 18:00,1
Grd_1546_10000,Crew_10540,RRES,2025/5/1 0:00,2025/5/1 23:59,0
Grd_1546_10001,Crew_10540,RRES,2025/5/2 0:00,2025/5/2 23:59,0
Grd_1546_10002,Crew_10540,RRES,2025/5/3 0:00,2025/5/3 23:59,0
Grd_1316_10000,Crew_10549,VIOC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_2283_10000,Crew_10551,RRES,2025/5/4 0:00,2025/5/4 23:59,0
Grd_2283_10001,Crew_10551,RRES,2025/5/5 0:00,2025/5/5 23:59,0
Grd_2283_10002,Crew_10551,RRES,2025/5/6 0:00,2025/5/6 23:59,0
Grd_2283_10003,Crew_10551,RRES,2025/5/7 0:00,2025/5/7 23:59,0
Grd_1271_10000,Crew_10554,VIOC,2025/5/4 8:00,2025/5/4 18:00,1
Grd_1646_10000,Crew_10556,VIOC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_1526_10000,Crew_10557,VIOC,2025/5/2 8:00,2025/5/2 18:00,1
Grd_1526_10001,Crew_10557,VIOC,2025/5/3 8:00,2025/5/3 18:00,1
Grd_1526_10002,Crew_10557,VIOC,2025/5/4 8:00,2025/5/4 18:00,1
Grd_2321_10000,Crew_10558,VIOC,2025/5/6 0:00,2025/5/6 23:59,0
Grd_2292_10000,Crew_10563,RRES,2025/5/1 0:00,2025/5/1 23:59,0
Grd_2292_10001,Crew_10563,RRES,2025/5/2 0:00,2025/5/2 23:59,0
Grd_2292_10002,Crew_10563,RRES,2025/5/3 0:00,2025/5/3 23:59,0
Grd_2292_10003,Crew_10563,RRES,2025/5/4 0:00,2025/5/4 23:59,0
Grd_2292_10004,Crew_10563,RRES,2025/5/5 0:00,2025/5/5 23:59,0
Grd_2292_10005,Crew_10563,RRES,2025/5/6 8:00,2025/5/6 18:00,1
Grd_2292_10006,Crew_10563,RRES,2025/5/7 8:00,2025/5/7 18:00,1
Grd_1913_10000,Crew_10564,VIOC,2025/5/6 8:00,2025/5/6 18:00,1
Grd_1913_10001,Crew_10564,VIOC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_1549_10000,Crew_10566,RRES,2025/5/6 8:00,2025/5/6 18:00,1
Grd_2371_10000,Crew_10570,VIOC,2025/5/4 0:00,2025/5/4 23:59,0
Grd_1274_10000,Crew_10571,VIOC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_1275_10000,Crew_10572,VIOC,2025/5/1 8:00,2025/5/1 18:00,1
Grd_1275_10001,Crew_10572,VIOC,2025/5/2 8:00,2025/5/2 18:00,1
Grd_1537_10000,Crew_10574,VIOC,2025/5/2 8:00,2025/5/2 18:00,1
Grd_1537_10001,Crew_10574,VIOC,2025/5/3 8:00,2025/5/3 18:00,1
Grd_1480_10000,Crew_10577,VIOC,2025/5/1 8:00,2025/5/1 18:00,1
Grd_1480_10001,Crew_10577,VIOC,2025/5/2 8:00,2025/5/2 18:00,1
Grd_1480_10002,Crew_10577,VIOC,2025/5/3 8:00,2025/5/3 18:00,1
Grd_2126_10000,Crew_10582,VIOC,2025/5/1 8:00,2025/5/1 18:00,1
Grd_2126_10001,Crew_10582,VIOC,2025/5/2 8:00,2025/5/2 18:00,1
Grd_1451_10000,Crew_10585,RRES,2025/5/7 8:00,2025/5/7 18:00,1
Grd_1522_10000,Crew_10586,RTHW,2025/5/4 8:00,2025/5/4 18:00,1
Grd_1522_10001,Crew_10586,RTHW,2025/5/5 8:00,2025/5/5 18:00,1
Grd_1522_10002,Crew_10586,RTHW,2025/5/6 8:00,2025/5/6 18:00,1
Grd_3134_10000,Crew_10590,RTHW,2025/5/6 8:00,2025/5/6 18:00,1
Grd_1523_10000,Crew_10594,ENDP,2025/5/1 0:00,2025/5/1 23:59,0
Grd_1523_10001,Crew_10594,ENDP,2025/5/2 0:00,2025/5/2 23:59,0
Grd_1523_10002,Crew_10594,ENDP,2025/5/3 0:00,2025/5/3 23:59,0
Grd_1523_10003,Crew_10594,ENDP,2025/5/4 0:00,2025/5/4 23:59,0
Grd_1523_10004,Crew_10594,ENDP,2025/5/5 0:00,2025/5/5 23:59,0
Grd_1884_10000,Crew_10597,RTHW,2025/5/7 0:00,2025/5/7 23:59,0
Grd_4128_10000,Crew_10600,RRES,2025/5/3 8:00,2025/5/3 18:00,1
Grd_4128_10001,Crew_10600,RRES,2025/5/4 8:00,2025/5/4 18:00,1
Grd_1504_10000,Crew_10601,RTHW,2025/5/1 8:00,2025/5/1 18:00,1
Grd_1886_10000,Crew_10603,TATC,2025/5/1 0:00,2025/5/1 23:59,0
Grd_1886_10001,Crew_10603,TATC,2025/5/2 0:00,2025/5/2 23:59,0
Grd_1886_10002,Crew_10603,TATC,2025/5/3 0:00,2025/5/3 23:59,0
Grd_1886_10003,Crew_10603,TATC,2025/5/4 0:00,2025/5/4 23:59,0
Grd_1886_10004,Crew_10603,TATC,2025/5/5 0:00,2025/5/5 23:59,0
Grd_1886_10005,Crew_10603,TATC,2025/5/6 8:00,2025/5/6 18:00,1
Grd_1886_10006,Crew_10603,TATC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_4127_10000,Crew_10605,VIOC,2025/5/6 8:00,2025/5/6 18:00,1
Grd_4127_10001,Crew_10605,VIOC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_1888_10000,Crew_10609,RTHW,2025/5/6 8:00,2025/5/6 18:00,1
Grd_1887_10000,Crew_10612,RTHW,2025/5/4 8:00,2025/5/4 18:00,1
Grd_1887_10001,Crew_10612,RTHW,2025/5/5 8:00,2025/5/5 18:00,1
Grd_1887_10002,Crew_10612,RTHW,2025/5/6 8:00,2025/5/6 18:00,1
Grd_1868_10000,Crew_10615,RTHW,2025/5/1 0:00,2025/5/1 23:59,0
Grd_1868_10001,Crew_10615,RTHW,2025/5/2 0:00,2025/5/2 23:59,0
Grd_1868_10002,Crew_10615,RTHW,2025/5/3 0:00,2025/5/3 23:59,0
Grd_1868_10003,Crew_10615,RTHW,2025/5/4 0:00,2025/5/4 23:59,0
Grd_1868_10004,Crew_10615,RTHW,2025/5/5 0:00,2025/5/5 23:59,0
Grd_3111_10000,Crew_10617,RRES,2025/5/1 8:00,2025/5/1 18:00,1
Grd_3111_10001,Crew_10617,RRES,2025/5/2 8:00,2025/5/2 18:00,1
Grd_3111_10002,Crew_10617,RRES,2025/5/6 8:00,2025/5/6 18:00,1
Grd_1493_10000,Crew_10619,RRES,2025/5/3 8:00,2025/5/3 18:00,1
Grd_1507_10000,Crew_10620,ENDP,2025/5/1 0:00,2025/5/1 23:59,0
Grd_1507_10001,Crew_10620,ENDP,2025/5/2 0:00,2025/5/2 23:59,0
Grd_1507_10002,Crew_10620,ENDP,2025/5/3 0:00,2025/5/3 23:59,0
Grd_1507_10003,Crew_10620,ENDP,2025/5/4 0:00,2025/5/4 23:59,0
Grd_1507_10004,Crew_10620,ENDP,2025/5/5 0:00,2025/5/5 23:59,0
Grd_1507_10005,Crew_10620,ENDP,2025/5/6 8:00,2025/5/6 18:00,1
Grd_1507_10006,Crew_10620,ENDP,2025/5/7 0:00,2025/5/7 23:59,0
Grd_1255_10000,Crew_10622,VIOC,2025/5/2 8:00,2025/5/2 18:00,1
Grd_9392_10000,Crew_10623,VIOC,2025/5/4 0:00,2025/5/4 23:59,0
Grd_9392_10001,Crew_10623,VIOC,2025/5/5 0:00,2025/5/5 23:59,0
Grd_9392_10002,Crew_10623,VIOC,2025/5/6 0:00,2025/5/6 23:59,0
Grd_9392_10003,Crew_10623,VIOC,2025/5/7 0:00,2025/5/7 23:59,0
Grd_10295_10000,Crew_10629,VIOC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_1462_10000,Crew_10631,RRES,2025/5/1 0:00,2025/5/1 23:59,0
Grd_1462_10001,Crew_10631,RRES,2025/5/2 0:00,2025/5/2 23:59,0
Grd_1462_10002,Crew_10631,RRES,2025/5/3 0:00,2025/5/3 23:59,0
Grd_1462_10003,Crew_10631,RRES,2025/5/4 0:00,2025/5/4 23:59,0
Grd_1462_10004,Crew_10631,RRES,2025/5/5 0:00,2025/5/5 23:59,0
Grd_10260_10000,Crew_10633,VIOC,2025/5/1 0:00,2025/5/1 23:59,0
Grd_10185_10000,Crew_10634,VIOC,2025/5/3 0:00,2025/5/3 23:59,0
Grd_10185_10001,Crew_10634,VIOC,2025/5/4 0:00,2025/5/4 23:59,0
Grd_10185_10002,Crew_10634,VIOC,2025/5/5 0:00,2025/5/5 23:59,0
Grd_2186_10000,Crew_10635,VIOC,2025/5/1 0:00,2025/5/1 23:59,0
Grd_2186_10001,Crew_10635,VIOC,2025/5/2 8:00,2025/5/2 18:00,1
Grd_2186_10002,Crew_10635,VIOC,2025/5/3 8:00,2025/5/3 18:00,1
Grd_2186_10003,Crew_10635,VIOC,2025/5/4 8:00,2025/5/4 18:00,1
Grd_1432_10000,Crew_10636,VIOC,2025/5/7 0:00,2025/5/7 23:59,0
Grd_1258_10000,Crew_10641,VIOC,2025/5/4 8:00,2025/5/4 18:00,1
Grd_1532_10000,Crew_10648,VIOC,2025/5/4 8:00,2025/5/4 18:00,1
Grd_1532_10001,Crew_10648,VIOC,2025/5/5 8:00,2025/5/5 18:00,1
Grd_1532_10002,Crew_10648,VIOC,2025/5/6 8:00,2025/5/6 18:00,1
Grd_2123_10000,Crew_10653,VIOC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_2745_10000,Crew_10654,VIOC,2025/5/2 0:00,2025/5/2 23:59,0
Grd_2745_10001,Crew_10654,VIOC,2025/5/5 0:00,2025/5/5 23:59,0
Grd_2747_10000,Crew_10656,VIOC,2025/5/1 0:00,2025/5/1 23:59,0
Grd_1421_10000,Crew_10657,VIOC,2025/5/6 8:00,2025/5/6 18:00,1
Grd_2344_10000,Crew_10658,VIOC,2025/5/1 0:00,2025/5/1 23:59,0
Grd_2263_10000,Crew_10665,DQUC,2025/5/5 8:00,2025/5/5 18:00,1
Grd_2263_10001,Crew_10665,DQUC,2025/5/6 8:00,2025/5/6 18:00,1
Grd_2746_10000,Crew_10666,VIOC,2025/5/1 0:00,2025/5/1 23:59,0
Grd_2261_10000,Crew_10670,TATC,2025/5/6 8:00,2025/5/6 18:00,1
Grd_1854_10000,Crew_10671,TATC,2025/5/1 0:00,2025/5/1 23:59,0
Grd_1854_10001,Crew_10671,TATC,2025/5/2 0:00,2025/5/2 23:59,0
Grd_1854_10002,Crew_10671,TATC,2025/5/3 0:00,2025/5/3 23:59,0
Grd_1854_10003,Crew_10671,TATC,2025/5/4 0:00,2025/5/4 23:59,0
Grd_1854_10004,Crew_10671,TATC,2025/5/5 0:00,2025/5/5 23:59,0
Grd_1854_10005,Crew_10671,TATC,2025/5/6 8:00,2025/5/6 18:00,1
Grd_2278_10000,Crew_10673,VIOC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_1841_10000,Crew_10675,VIOC,2025/5/3 0:00,2025/5/3 23:59,0
Grd_1841_10001,Crew_10675,VIOC,2025/5/4 0:00,2025/5/4 23:59,0
Grd_1841_10002,Crew_10675,VIOC,2025/5/5 0:00,2025/5/5 23:59,0
Grd_1841_10003,Crew_10675,VIOC,2025/5/6 0:00,2025/5/6 23:59,0
Grd_1841_10004,Crew_10675,VIOC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_1834_10000,Crew_10679,RRES,2025/5/6 8:00,2025/5/6 18:00,1
Grd_1834_10001,Crew_10679,RRES,2025/5/7 8:00,2025/5/7 18:00,1
Grd_2052_10000,Crew_10680,VIOC,2025/5/1 8:00,2025/5/1 18:00,1
Grd_2274_10000,Crew_10687,VIOC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_1465_10000,Crew_10689,TPWY,2025/5/7 8:00,2025/5/7 18:00,1
Grd_1530_10000,Crew_10690,VIOC,2025/5/6 0:00,2025/5/6 23:59,0
Grd_1490_10000,Crew_10693,VIOC,2025/5/3 8:00,2025/5/3 18:00,1
Grd_1490_10001,Crew_10693,VIOC,2025/5/4 8:00,2025/5/4 18:00,1
Grd_1490_10002,Crew_10693,VIOC,2025/5/5 8:00,2025/5/5 18:00,1
Grd_4125_10000,Crew_10695,VIOC,2025/5/1 0:00,2025/5/1 23:59,0
Grd_4125_10001,Crew_10695,VIOC,2025/5/2 0:00,2025/5/2 23:59,0
Grd_4125_10002,Crew_10695,VIOC,2025/5/3 0:00,2025/5/3 23:59,0
Grd_4125_10003,Crew_10695,VIOC,2025/5/4 0:00,2025/5/4 23:59,0
Grd_2045_10000,Crew_10696,VIOC,2025/5/1 8:00,2025/5/1 18:00,1
Grd_2045_10001,Crew_10696,VIOC,2025/5/2 8:00,2025/5/2 18:00,1
Grd_2045_10002,Crew_10696,VIOC,2025/5/3 8:00,2025/5/3 18:00,1
Grd_2045_10003,Crew_10696,VIOC,2025/5/4 8:00,2025/5/4 18:00,1
Grd_2045_10004,Crew_10696,VIOC,2025/5/5 8:00,2025/5/5 18:00,1
Grd_1835_10000,Crew_10705,RRES,2025/5/6 8:00,2025/5/6 18:00,1
Grd_3131_10000,Crew_10707,RRES,2025/5/1 0:00,2025/5/1 23:59,0
Grd_3131_10001,Crew_10707,RRES,2025/5/2 0:00,2025/5/2 23:59,0
Grd_3131_10002,Crew_10707,RRES,2025/5/3 0:00,2025/5/3 23:59,0
Grd_3131_10003,Crew_10707,RRES,2025/5/4 0:00,2025/5/4 23:59,0
Grd_3131_10004,Crew_10707,RRES,2025/5/5 0:00,2025/5/5 23:59,0
Grd_3131_10005,Crew_10707,RRES,2025/5/6 8:00,2025/5/6 18:00,1
Grd_1861_10000,Crew_10709,RTHW,2025/5/2 8:00,2025/5/2 18:00,1
Grd_1861_10001,Crew_10709,RTHW,2025/5/3 8:00,2025/5/3 18:00,1
Grd_3128_10000,Crew_10713,RRES,2025/5/6 8:00,2025/5/6 18:00,1
Grd_2703_10000,Crew_10716,VIOC,2025/5/4 8:00,2025/5/4 18:00,1
Grd_2703_10001,Crew_10716,VIOC,2025/5/5 8:00,2025/5/5 18:00,1
Grd_2703_10002,Crew_10716,VIOC,2025/5/6 8:00,2025/5/6 18:00,1
Grd_1177_10000,Crew_10722,TATC,2025/5/6 8:00,2025/5/6 18:00,1
Grd_1199_10000,Crew_10723,VIOC,2025/5/6 0:00,2025/5/6 23:59,0
Grd_4119_10000,Crew_10726,VIOC,2025/5/4 8:00,2025/5/4 18:00,1
Grd_4119_10001,Crew_10726,VIOC,2025/5/5 8:00,2025/5/5 18:00,1
Grd_4119_10002,Crew_10726,VIOC,2025/5/6 8:00,2025/5/6 18:00,1
Grd_1828_10000,Crew_10727,VWSF,2025/5/2 8:00,2025/5/2 18:00,1
Grd_1828_10001,Crew_10727,VWSF,2025/5/3 8:00,2025/5/3 18:00,1
Grd_1846_10000,Crew_10728,RTHW,2025/5/1 0:00,2025/5/1 23:59,0
Grd_1846_10001,Crew_10728,RTHW,2025/5/2 0:00,2025/5/2 23:59,0
Grd_1846_10002,Crew_10728,RTHW,2025/5/3 0:00,2025/5/3 23:59,0
Grd_1803_10000,Crew_10732,TPWY,2025/5/1 0:00,2025/5/1 23:59,0
Grd_1803_10001,Crew_10732,TPWY,2025/5/2 0:00,2025/5/2 23:59,0
Grd_1803_10002,Crew_10732,TPWY,2025/5/3 0:00,2025/5/3 23:59,0
Grd_1803_10003,Crew_10732,TPWY,2025/5/4 0:00,2025/5/4 23:59,0
Grd_1803_10004,Crew_10732,TPWY,2025/5/5 0:00,2025/5/5 23:59,0
Grd_3121_10000,Crew_10735,VIOC,2025/5/1 8:00,2025/5/1 18:00,1
Grd_3121_10001,Crew_10735,VIOC,2025/5/3 0:00,2025/5/3 23:59,0
Grd_3121_10002,Crew_10735,VIOC,2025/5/4 0:00,2025/5/4 23:59,0
Grd_3121_10003,Crew_10735,VIOC,2025/5/5 0:00,2025/5/5 23:59,0
Grd_3121_10004,Crew_10735,VIOC,2025/5/6 0:00,2025/5/6 23:59,0
Grd_3121_10005,Crew_10735,VIOC,2025/5/7 0:00,2025/5/7 23:59,0
Grd_1825_10000,Crew_10738,RTHW,2025/5/7 8:00,2025/5/7 18:00,1
Grd_1971_10000,Crew_10739,VIOC,2025/5/1 8:00,2025/5/1 18:00,1
Grd_1836_10000,Crew_10745,RTHW,2025/5/3 0:00,2025/5/3 23:59,0
Grd_1836_10001,Crew_10745,RTHW,2025/5/4 0:00,2025/5/4 23:59,0
Grd_2232_10000,Crew_10747,RRES,2025/5/1 0:00,2025/5/1 23:59,0
Grd_2232_10001,Crew_10747,RRES,2025/5/2 0:00,2025/5/2 23:59,0
Grd_1183_10000,Crew_10753,RRES,2025/5/7 8:00,2025/5/7 18:00,1
Grd_1179_10000,Crew_10760,VIOC,2025/5/6 8:00,2025/5/6 18:00,1
Grd_1201_10000,Crew_10763,VIOC,2025/5/2 8:00,2025/5/2 18:00,1
Grd_2227_10000,Crew_10767,RRES,2025/5/6 8:00,2025/5/6 18:00,1
Grd_1694_10000,Crew_10768,RTHW,2025/5/2 8:00,2025/5/2 18:00,1
Grd_1694_10001,Crew_10768,RTHW,2025/5/3 8:00,2025/5/3 18:00,1
Grd_1694_10002,Crew_10768,RTHW,2025/5/6 0:00,2025/5/6 23:59,0
Grd_1694_10003,Crew_10768,RTHW,2025/5/7 0:00,2025/5/7 23:59,0
Grd_2202_10000,Crew_10771,RRES,2025/5/1 0:00,2025/5/1 23:59,0
Grd_2202_10001,Crew_10771,RRES,2025/5/2 0:00,2025/5/2 23:59,0
Grd_2202_10002,Crew_10771,RRES,2025/5/3 0:00,2025/5/3 23:59,0
Grd_2202_10003,Crew_10771,RRES,2025/5/4 0:00,2025/5/4 23:59,0
Grd_2202_10004,Crew_10771,RRES,2025/5/5 0:00,2025/5/5 23:59,0
Grd_1817_10000,Crew_10774,RRES,2025/5/4 8:00,2025/5/4 18:00,1
Grd_1817_10001,Crew_10774,RRES,2025/5/5 8:00,2025/5/5 18:00,1
Grd_1802_10000,Crew_10776,VIOC,2025/5/1 8:00,2025/5/1 18:00,1
Grd_1802_10001,Crew_10776,VIOC,2025/5/2 8:00,2025/5/2 18:00,1
Grd_1802_10002,Crew_10776,VIOC,2025/5/6 8:00,2025/5/6 18:00,1
Grd_1802_10003,Crew_10776,VIOC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_3127_10000,Crew_10778,VIOC,2025/5/6 8:00,2025/5/6 18:00,1
Grd_3127_10001,Crew_10778,VIOC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_1485_10000,Crew_10783,VIOC,2025/5/1 8:00,2025/5/1 18:00,1
Grd_1485_10001,Crew_10783,VIOC,2025/5/6 8:00,2025/5/6 18:00,1
Grd_4115_10000,Crew_10784,RRES,2025/5/5 8:00,2025/5/5 18:00,1
Grd_4115_10001,Crew_10784,RRES,2025/5/6 8:00,2025/5/6 18:00,1
Grd_1191_10000,Crew_10786,VIOC,2025/5/1 0:00,2025/5/1 23:59,0
Grd_1191_10001,Crew_10786,VIOC,2025/5/2 0:00,2025/5/2 23:59,0
Grd_2230_10000,Crew_10797,TATC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_11838_10000,Crew_10799,VIOC,2025/5/3 0:00,2025/5/3 23:59,0
Grd_11838_10001,Crew_10799,VIOC,2025/5/4 0:00,2025/5/4 23:59,0
Grd_11838_10002,Crew_10799,VIOC,2025/5/5 0:00,2025/5/5 23:59,0
Grd_11838_10003,Crew_10799,VIOC,2025/5/6 0:00,2025/5/6 23:59,0
Grd_11838_10004,Crew_10799,VIOC,2025/5/7 0:00,2025/5/7 23:59,0
Grd_2043_10000,Crew_10800,VIOC,2025/5/5 8:00,2025/5/5 18:00,1
Grd_2043_10001,Crew_10800,VIOC,2025/5/6 8:00,2025/5/6 18:00,1
Grd_1436_10000,Crew_10802,VIOC,2025/5/4 8:00,2025/5/4 18:00,1
Grd_1436_10001,Crew_10802,VIOC,2025/5/6 8:00,2025/5/6 18:00,1
Grd_1436_10002,Crew_10802,VIOC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_1190_10000,Crew_10804,VIOC,2025/5/2 8:00,2025/5/2 18:00,1
Grd_1190_10001,Crew_10804,VIOC,2025/5/3 8:00,2025/5/3 18:00,1
Grd_1190_10002,Crew_10804,VIOC,2025/5/4 0:00,2025/5/4 23:59,0
Grd_1190_10003,Crew_10804,VIOC,2025/5/5 0:00,2025/5/5 23:59,0
Grd_1190_10004,Crew_10804,VIOC,2025/5/6 0:00,2025/5/6 23:59,0
Grd_1190_10005,Crew_10804,VIOC,2025/5/7 0:00,2025/5/7 23:59,0
Grd_1196_10000,Crew_10808,VIOC,2025/5/3 0:00,2025/5/3 23:59,0
Grd_1196_10001,Crew_10808,VIOC,2025/5/4 0:00,2025/5/4 23:59,0
Grd_1196_10002,Crew_10808,VIOC,2025/5/5 0:00,2025/5/5 23:59,0
Grd_1196_10003,Crew_10808,VIOC,2025/5/6 8:00,2025/5/6 18:00,1
Grd_1196_10004,Crew_10808,VIOC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_1189_10000,Crew_10809,RTWL,2025/5/1 0:00,2025/5/1 23:59,0
Grd_1189_10001,Crew_10809,RTWL,2025/5/2 0:00,2025/5/2 23:59,0
Grd_1189_10002,Crew_10809,RTWL,2025/5/3 0:00,2025/5/3 23:59,0
Grd_1189_10003,Crew_10809,RTWL,2025/5/4 0:00,2025/5/4 23:59,0
Grd_1189_10004,Crew_10809,RTWL,2025/5/5 0:00,2025/5/5 23:59,0
Grd_1771_10000,Crew_10812,VIOC,2025/5/6 8:00,2025/5/6 18:00,1
Grd_1771_10001,Crew_10812,VIOC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_1786_10000,Crew_10814,VIOC,2025/5/6 8:00,2025/5/6 18:00,1
Grd_1786_10001,Crew_10814,VIOC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_4121_10000,Crew_10815,RRES,2025/5/6 8:00,2025/5/6 18:00,1
Grd_10169_10000,Crew_10816,VIOC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_1178_10000,Crew_10817,VIOC,2025/5/1 0:00,2025/5/1 23:59,0
Grd_1178_10001,Crew_10817,VIOC,2025/5/2 0:00,2025/5/2 23:59,0
Grd_1178_10002,Crew_10817,VIOC,2025/5/3 0:00,2025/5/3 23:59,0
Grd_1178_10003,Crew_10817,VIOC,2025/5/4 0:00,2025/5/4 23:59,0
Grd_1178_10004,Crew_10817,VIOC,2025/5/5 0:00,2025/5/5 23:59,0
Grd_1661_10000,Crew_10833,VIOC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_1775_10000,Crew_10837,VIOC,2025/5/4 8:00,2025/5/4 18:00,1
Grd_3123_10000,Crew_10838,VIOC,2025/5/3 8:00,2025/5/3 18:00,1
Grd_3123_10001,Crew_10838,VIOC,2025/5/4 8:00,2025/5/4 18:00,1
Grd_2210_10000,Crew_10840,RRES,2025/5/3 0:00,2025/5/3 23:59,0
Grd_2210_10001,Crew_10840,RRES,2025/5/4 0:00,2025/5/4 23:59,0
Grd_2526_10000,Crew_10843,RRES,2025/5/7 0:00,2025/5/7 23:59,0
Grd_1751_10000,Crew_10844,RRES,2025/5/2 0:00,2025/5/2 23:59,0
Grd_1751_10001,Crew_10844,RRES,2025/5/3 0:00,2025/5/3 23:59,0
Grd_1751_10002,Crew_10844,RRES,2025/5/4 0:00,2025/5/4 23:59,0
Grd_1751_10003,Crew_10844,RRES,2025/5/5 0:00,2025/5/5 23:59,0
Grd_1751_10004,Crew_10844,RRES,2025/5/6 0:00,2025/5/6 23:59,0
Grd_1732_10000,Crew_10858,RRES,2025/5/7 8:00,2025/5/7 18:00,1
Grd_1748_10000,Crew_10862,TATC,2025/5/6 8:00,2025/5/6 18:00,1
Grd_1176_10000,Crew_10863,RTWL,2025/5/5 8:00,2025/5/5 18:00,1
Grd_1176_10001,Crew_10863,RTWL,2025/5/6 8:00,2025/5/6 18:00,1
Grd_1176_10002,Crew_10863,RTWL,2025/5/7 8:00,2025/5/7 18:00,1
Grd_1734_10000,Crew_10864,VIOC,2025/5/7 0:00,2025/5/7 23:59,0
Grd_1819_10000,Crew_10865,VIOC,2025/5/6 8:00,2025/5/6 18:00,1
Grd_2492_10000,Crew_10870,RTHW,2025/5/1 0:00,2025/5/1 23:59,0
Grd_2492_10001,Crew_10870,RTHW,2025/5/2 0:00,2025/5/2 23:59,0
Grd_2492_10002,Crew_10870,RTHW,2025/5/3 0:00,2025/5/3 23:59,0
Grd_2492_10003,Crew_10870,RTHW,2025/5/4 0:00,2025/5/4 23:59,0
Grd_2492_10004,Crew_10870,RTHW,2025/5/5 0:00,2025/5/5 23:59,0
Grd_2185_10000,Crew_10889,RRES,2025/5/6 8:00,2025/5/6 18:00,1
Grd_1233_10000,Crew_10891,VIOC,2025/5/6 8:00,2025/5/6 18:00,1
