id,flightNo,depaAirport,arriAirport,std,sta,fleet,aircraftNo,flyTime
Flt_100872,OM8341,DOMU,VUWJ,2025/5/29 12:50,2025/5/29 14:55,738,Aft_10054,121
Flt_100873,OM8183,OETZ,ZJCG,2025/5/29 19:00,2025/5/29 20:40,738,Aft_10124,102
Flt_100874,OM8964,PNNF,EYWR,2025/5/29 11:15,2025/5/29 13:25,738,Aft_10056,116
Flt_100875,OM8215,HZPW,FVJZ,2025/6/1 13:10,2025/6/1 15:45,738,Aft_10010,172
Flt_100876,OM8189,VOXP,ZJCG,2025/5/29 10:40,2025/5/29 12:35,738,Aft_10041,105
Flt_100877,OM8817,HIUP,QGSX,2025/5/29 10:45,2025/5/29 12:55,738,Aft_10085,126
Flt_100878,OM8514,GLHV,AAHN,2025/6/1 7:45,2025/6/1 9:30,738,Aft_10072,102
Flt_100879,OM8389,KKME,VWIM,2025/5/29 19:05,2025/5/29 21:05,738,Aft_10023,114
Flt_100880,OM8057,OKJK,XCHB,2025/6/1 11:45,2025/6/1 13:15,738,Aft_10113,73
Flt_100881,OM8144,VUWJ,AAHN,2025/5/29 15:15,2025/5/29 17:20,7M8,Aft_10077,103
Flt_100882,OM8459,HZPW,VGVC,2025/5/29 17:30,2025/5/29 19:55,738,Aft_10081,157
Flt_100883,OM8372,VWIM,GLHV,2025/6/1 11:55,2025/6/1 14:25,7M8,Aft_10068,123
Flt_100884,OM881,DOMU,OIQN,2025/6/1 17:00,2025/6/1 18:45,738,Aft_10046,86
Flt_100885,OM8096,WKDC,YAFY,2025/6/1 15:55,2025/6/1 18:45,738,Aft_10073,147
Flt_100886,OM8240,FVJZ,OETZ,2025/6/1 15:05,2025/6/1 17:15,738,Aft_10070,109
Flt_100887,OM8167,AAHN,OXSQ,2025/6/1 12:20,2025/6/1 14:05,738,Aft_10074,102
Flt_100888,OM8523,DOMU,BBZB,2025/6/1 21:25,2025/6/1 23:50,738,Aft_10024,156
Flt_100889,OM8510,GLHV,DOMU,2025/6/1 18:10,2025/6/1 20:00,738,Aft_10047,113
Flt_100890,OM8785,KKME,ZJCG,2025/5/29 18:15,2025/5/29 19:45,738,Aft_10119,86
Flt_100891,OM8840,KREM,EYWR,2025/6/1 17:25,2025/6/1 19:30,738,Aft_10009,118
Flt_100892,OM8268,LLZL,HZPW,2025/5/29 20:20,2025/5/29 23:40,7M8,Aft_10082,175
Flt_100893,OM8620,HIUP,AAHN,2025/6/1 15:25,2025/6/1 17:05,738,Aft_10093,97
Flt_100894,OM8688,MCVK,KKME,2025/5/30 13:50,2025/5/30 18:25,738,Aft_10033,272
Flt_100895,OM8097,AAHN,VOXP,2025/5/30 18:20,2025/5/30 19:55,738,Aft_10111,98
Flt_100896,OM8045,AAHN,SFRI,2025/5/30 7:05,2025/5/30 9:20,738,Aft_10014,137
Flt_100897,OM8543,AAHN,AFPF,2025/5/30 7:05,2025/5/30 8:35,738,Aft_10138,89
Flt_100898,OM871,DOMU,FPCR,2025/5/30 8:30,2025/5/30 11:30,738,Aft_10036,163
Flt_100899,OM8044,HGHY,EYWR,2025/5/30 14:40,2025/5/30 17:40,738,Aft_10063,185
Flt_100900,OM8078,WKDC,VOXP,2025/5/30 19:00,2025/5/30 21:25,738,Aft_10103,141
Flt_100901,OM8209,EYWR,FVJZ,2025/5/30 8:45,2025/5/30 11:15,7M8,Aft_10120,160
Flt_100902,OM8706,KROP,DOMU,2025/5/30 19:40,2025/5/30 23:50,738,Aft_10080,247
Flt_100903,OM8785,KKME,ZJCG,2025/5/30 18:15,2025/5/30 19:45,738,Aft_10087,86
Flt_100904,OM8212,TZJS,NLLA,2025/5/30 13:00,2025/5/30 15:55,738,Aft_10092,176
Flt_100905,OM8460,VGVC,HZPW,2025/5/30 20:55,2025/5/30 23:10,738,Aft_10099,128
Flt_100906,OM8456,YITW,HZPW,2025/5/30 21:05,2025/5/30 23:50,7M8,Aft_10086,150
Flt_100907,OM8166,NLLA,HZPW,2025/5/30 13:55,2025/5/30 16:55,7M8,Aft_10133,161
Flt_100908,OM8764,FGIR,DOMU,2025/5/30 12:30,2025/5/30 15:35,7M8,Aft_10068,189
Flt_100909,OM8276,OXSQ,DOMU,2025/5/30 21:30,2025/5/30 23:10,738,Aft_10022,90
Flt_100910,OM8126,OETZ,DOMU,2025/5/30 12:35,2025/5/30 15:25,738,Aft_10015,166
Flt_100911,OM8074,XAQO,NTCO,2025/5/30 19:05,2025/5/30 21:30,738,Aft_10121,143
Flt_100912,OM8260,LLZL,DOMU,2025/5/30 12:40,2025/5/30 15:45,7M8,Aft_10107,183
Flt_100913,OM8429,HZPW,XLHA,2025/5/30 7:50,2025/5/30 10:55,738,Aft_10051,196
Flt_100914,OM8058,OKJK,HZPW,2025/5/30 16:35,2025/5/30 18:45,738,Aft_10115,135
Flt_100915,OM8180,MPYS,EYWR,2025/5/30 9:50,2025/5/30 11:50,738,Aft_10020,120
Flt_100916,OM8580,GLHV,AAHN,2025/5/30 17:15,2025/5/30 19:00,7M8,Aft_10123,102
Flt_100917,OM818,FXWC,AAHN,2025/5/30 17:55,2025/5/30 20:35,738,Aft_10009,144
Flt_100918,OM8273,HZPW,HIUP,2025/5/31 11:55,2025/5/31 13:50,738,Aft_10116,110
Flt_100919,OM8774,FXGB,OXSQ,2025/5/31 13:20,2025/5/31 15:20,738,Aft_10045,118
Flt_100920,OM8092,WKDC,HUYM,2025/5/31 13:20,2025/5/31 15:20,738,Aft_10052,116
Flt_100921,OM8429,HZPW,XLHA,2025/5/31 7:50,2025/5/31 10:55,738,Aft_10105,196
Flt_100922,OM8155,HZPW,MPYS,2025/5/31 16:05,2025/5/31 18:55,7M8,Aft_10082,162
Flt_100923,OM8121,HZPW,HIUP,2025/5/31 7:55,2025/5/31 9:45,738,Aft_10007,110
Flt_100924,OM8122,HIUP,HZPW,2025/5/31 17:25,2025/5/31 19:00,738,Aft_10007,94
Flt_100925,OM8309,OXSQ,UXVH,2025/5/31 14:35,2025/5/31 16:55,738,Aft_10073,131
Flt_100926,OM835,HZPW,HEXD,2025/5/31 8:35,2025/5/31 11:20,738,Aft_10062,160
Flt_100927,OM8551,OETZ,GLHV,2025/5/31 20:00,2025/5/31 21:55,738,Aft_10072,110
Flt_100928,OM8078,VOXP,HZPW,2025/5/31 22:25,2025/5/31 23:55,738,Aft_10021,85
Flt_100929,OM8075,XINM,HGHY,2025/5/31 9:30,2025/5/31 12:50,738,Aft_10065,172
Flt_100930,OM8531,LLZL,YAFY,2025/5/31 7:10,2025/5/31 9:50,738,Aft_10061,161
Flt_100931,OM8557,AAHN,AFPF,2025/5/31 7:10,2025/5/31 8:45,738,Aft_10027,89
Flt_100932,OM8776,HZPW,WKDC,2025/5/31 18:05,2025/5/31 21:30,738,Aft_10097,185
Flt_100933,OM8333,DOMU,OXSQ,2025/5/31 22:15,2025/5/31 23:50,738,Aft_10124,102
Flt_100934,OM8102,NLLA,DOMU,2025/5/31 16:15,2025/5/31 19:15,738,Aft_10033,166
Flt_100935,OM8088,WKDC,EYWR,2025/5/29 7:25,2025/5/29 10:00,738,Aft_10013,160
Flt_100936,OM8847,ZOYW,WWMZ,2025/5/29 10:05,2025/5/29 12:10,737GY,Aft_10110,117
Flt_100937,OM8274,WJBA,HIUP,2025/6/1 18:15,2025/6/1 20:50,738,Aft_10054,134
Flt_100938,OM8519,DOMU,OKJK,2025/6/1 15:00,2025/6/1 17:25,7M8,Aft_10077,142
Flt_100939,OM8822,ZDHU,HZPW,2025/5/29 21:55,2025/5/29 23:30,738,Aft_10098,91
Flt_100940,OM8756,YCEX,TUJZ,2025/5/29 18:55,2025/5/29 21:10,738,Aft_10067,125
Flt_100941,OM8288,LLZL,NLLA,2025/5/29 12:50,2025/5/29 14:40,738,Aft_10003,108
Flt_100942,OM8268,LLZL,HZPW,2025/6/1 20:20,2025/6/1 23:40,7M8,Aft_10066,175
Flt_100943,OM8404,KKME,DOMU,2025/6/1 11:10,2025/6/1 13:35,7M8,Aft_10123,134
Flt_100944,OM8343,AAHN,NBCQ,2025/6/1 18:50,2025/6/1 20:20,7M8,Aft_10090,91
Flt_100945,OM8355,HZPW,PNNF,2025/6/1 10:00,2025/6/1 11:55,738,Aft_10045,113
Flt_100946,OM8707,EYWR,HEXD,2025/5/29 14:35,2025/5/29 17:15,738,Aft_10056,141
Flt_100947,OM8333,DOMU,OXSQ,2025/6/1 22:10,2025/6/1 23:50,738,Aft_10061,102
Flt_100948,OM8342,VUWJ,DOMU,2025/5/29 16:00,2025/5/29 17:50,738,Aft_10054,101
Flt_100949,OM8190,VOXP,HZPW,2025/5/29 16:20,2025/5/29 17:45,738,Aft_10041,85
Flt_100950,OM8830,OKJK,AAHN,2025/5/29 13:10,2025/5/29 15:30,738,Aft_10088,137
Flt_100951,OM8861,AAHN,YITW,2025/6/1 7:40,2025/6/1 10:40,738,Aft_10085,185
Flt_100952,OM8829,AAHN,OKJK,2025/6/1 15:30,2025/6/1 17:50,738,Aft_10112,139
Flt_100953,OM8314,PNNF,OETZ,2025/6/1 11:55,2025/6/1 15:15,7M8,Aft_10078,179
Flt_100954,OM8498,QGSX,DOMU,2025/6/1 21:35,2025/6/2 0:05,738,Aft_10032,129
Flt_100955,OM8434,KKME,DOMU,2025/6/1 8:05,2025/6/1 10:20,738,Aft_10128,134
Flt_100956,OM8727,HZPW,VDBQ,2025/5/29 8:15,2025/5/29 11:50,738,Aft_10017,210
Flt_100957,OM8072,BBZB,HZPW,2025/6/1 19:15,2025/6/1 21:25,738,Aft_10049,140
Flt_100958,OM8453,NLLA,KKME,2025/6/1 19:55,2025/6/1 22:50,7M8,Aft_10086,165
Flt_100959,OM8425,DOMU,XLHA,2025/6/1 15:50,2025/6/1 18:50,7M8,Aft_10123,178
Flt_100960,OM8554,BBZB,EYWR,2025/6/1 21:50,2025/6/1 23:55,738,Aft_10124,108
Flt_100961,OM8066,BBZB,AAHN,2025/5/29 21:15,2025/5/29 23:45,738,Aft_10138,151
Flt_100962,OM8778,PZYH,KKME,2025/5/29 20:15,2025/5/29 22:55,738,Aft_10113,158
Flt_100963,OM8318,VWIM,GLHV,2025/6/1 19:25,2025/6/1 21:45,7M8,Aft_10068,123
Flt_100964,OM8262,SFRI,AAHN,2025/5/29 21:50,2025/5/29 23:55,7M8,Aft_10127,128
Flt_100965,OM879,HZPW,SJQD,2025/5/29 8:45,2025/5/29 10:25,738,Aft_10105,89
Flt_100966,OM8209,EYWR,FVJZ,2025/6/1 8:45,2025/6/1 11:15,7M8,Aft_10120,160
Flt_100967,OM8772,IAYH,EYWR,2025/6/1 19:00,2025/6/1 21:45,738,Aft_10030,127
Flt_100968,OM8129,EYWR,NLLA,2025/6/1 18:40,2025/6/1 20:45,738,Aft_10038,133
Flt_100969,OM8183,OETZ,ZJCG,2025/6/1 18:15,2025/6/1 19:50,738,Aft_10070,102
Flt_100970,OM8184,ZJCG,OETZ,2025/6/1 20:35,2025/6/1 22:25,738,Aft_10070,94
Flt_100971,OM8838,OXSQ,DOMU,2025/5/29 7:05,2025/5/29 8:45,738,Aft_10034,90
Flt_100972,OM8180,MPYS,EYWR,2025/6/1 9:50,2025/6/1 11:50,738,Aft_10030,120
Flt_100973,OM8787,OXSQ,QGSX,2025/5/29 9:55,2025/5/29 11:50,738,Aft_10104,115
Flt_100974,OM8785,ZJCG,XCHB,2025/5/29 20:30,2025/5/29 22:30,738,Aft_10119,110
Flt_100975,OM8425,DOMU,XLHA,2025/5/29 15:50,2025/5/29 18:50,738,Aft_10116,178
Flt_100976,OM8097,AAHN,VOXP,2025/6/1 18:20,2025/6/1 19:55,738,Aft_10093,98
Flt_100977,OM8857,GLHV,QGSX,2025/6/1 16:25,2025/6/1 19:30,738,Aft_10083,202
Flt_100978,OM8608,OXSQ,DOMU,2025/6/1 17:05,2025/6/1 18:40,738,Aft_10024,90
Flt_100979,OM8574,UFCB,DOMU,2025/5/30 20:00,2025/5/30 21:15,738,Aft_10028,60
Flt_100980,OM8136,OETZ,DOMU,2025/5/30 7:05,2025/5/30 9:45,738,Aft_10029,166
Flt_100981,OM8422,YITW,DOMU,2025/5/30 15:05,2025/5/30 17:40,738,Aft_10029,146
Flt_100982,OM8090,XCHB,HUYM,2025/5/30 8:35,2025/5/30 9:55,738,Aft_10119,84
Flt_100983,OM8075,XINM,HGHY,2025/5/30 9:30,2025/5/30 12:50,738,Aft_10063,172
Flt_100984,OM8672,NVMB,HZPW,2025/5/30 17:30,2025/5/30 19:20,737GY,Aft_10006,93
Flt_100985,OM8321,EYWR,UXVH,2025/5/30 7:20,2025/5/30 10:05,738,Aft_10091,181
Flt_100986,OM8837,DOMU,OXSQ,2025/5/30 16:20,2025/5/30 18:05,738,Aft_10036,102
Flt_100987,OM8821,HZPW,ZDHU,2025/5/30 10:55,2025/5/30 12:35,738,Aft_10112,86
Flt_100988,OM8605,HZPW,XLOC,2025/5/30 14:20,2025/5/30 16:40,737GY,Aft_10044,148
Flt_100989,OM8167,OXSQ,LFOL,2025/5/30 15:10,2025/5/30 17:45,738,Aft_10018,145
Flt_100990,OM8366,VWIM,OETZ,2025/5/30 20:10,2025/5/30 23:25,738,Aft_10138,187
Flt_100991,OM8947,VOXP,MPYS,2025/5/30 10:00,2025/5/30 12:00,7M8,Aft_10127,111
Flt_100992,OM8088,WKDC,EYWR,2025/5/30 7:25,2025/5/30 10:00,738,Aft_10076,160
Flt_100993,OM8121,HZPW,HIUP,2025/5/30 7:55,2025/5/30 9:45,738,Aft_10081,110
Flt_100994,OM8768,NBCQ,HZPW,2025/5/30 16:00,2025/5/30 17:40,738,Aft_10067,88
Flt_100995,OM8639,DOMU,IAYH,2025/5/30 18:25,2025/5/30 20:35,738,Aft_10137,147
Flt_100996,OM8230,OETZ,EYWR,2025/5/30 21:55,2025/5/30 23:45,738,Aft_10055,117
Flt_100997,OM8405,DOMU,XLHA,2025/5/30 7:40,2025/5/30 10:40,737GY,Aft_10110,178
Flt_100998,OM8314,PNNF,OETZ,2025/5/30 11:55,2025/5/30 15:15,7M8,Aft_10077,179
Flt_100999,OM8125,DOMU,OETZ,2025/5/30 7:50,2025/5/30 10:55,738,Aft_10015,165
Flt_101000,OM8376,XLOC,DOMU,2025/5/30 10:05,2025/5/30 11:55,7M8,Aft_10011,101
Flt_101001,OM8966,VWIM,HZPW,2025/5/31 22:25,2025/5/31 23:55,738,Aft_10063,83
Flt_101002,OM8737,DOMU,RHHB,2025/5/31 9:15,2025/5/31 11:10,738,Aft_10069,117
Flt_101003,OM8386,PNNF,AAHN,2025/5/31 14:10,2025/5/31 15:45,738,Aft_10085,79
Flt_101004,OM8767,HZPW,NBCQ,2025/5/31 13:30,2025/5/31 15:10,738,Aft_10099,107
Flt_101005,OM8029,KKME,HIUP,2025/5/31 11:20,2025/5/31 12:50,738,Aft_10103,88
Flt_101006,OM8810,DSQK,AAHN,2025/5/31 22:05,2025/5/31 23:45,738,Aft_10106,94
Flt_101007,OM8426,XLHA,DOMU,2025/5/31 20:15,2025/5/31 22:50,737GY,Aft_10006,140
Flt_101008,OM890,XNWD,LAAG,2025/5/31 22:35,2025/6/1 2:35,738,Aft_10081,222
Flt_101009,OM8471,EYWR,KKME,2025/5/31 7:50,2025/5/31 10:15,738,Aft_10075,170
Flt_101010,OM8361,DOMU,VUWJ,2025/5/31 8:15,2025/5/31 10:15,738,Aft_10008,121
Flt_101011,OM8520,OKJK,DOMU,2025/5/31 18:15,2025/5/31 20:30,738,Aft_10124,145
Flt_101012,OM896,VDBQ,DOMU,2025/5/31 19:00,2025/5/31 22:05,738,Aft_10087,174
Flt_101013,OM8239,OETZ,FVJZ,2025/5/31 8:35,2025/5/31 10:50,738,Aft_10072,135
Flt_101014,OM8078,WKDC,VOXP,2025/5/31 19:00,2025/5/31 21:25,738,Aft_10021,141
Flt_101015,OM8626,YITW,OXSQ,2025/5/31 19:05,2025/5/31 21:10,738,Aft_10004,106
Flt_101016,OM844,KDAP,DOMU,2025/5/31 2:50,2025/5/31 6:15,738,Aft_10069,183
Flt_101017,OM8065,BBZB,HGHY,2025/5/31 15:15,2025/5/31 17:05,738,Aft_10043,111
Flt_101018,OM8076,HGHY,XINM,2025/5/31 13:30,2025/5/31 16:20,738,Aft_10098,174
Flt_101019,OM8865,AAHN,KKME,2025/5/31 11:50,2025/5/31 14:20,738,Aft_10027,169
Flt_101020,OM834,KDAP,DOMU,2025/5/31 18:40,2025/5/31 22:05,738,Aft_10040,183
Flt_101021,OM8947,VOXP,MPYS,2025/5/31 10:00,2025/5/31 12:00,7M8,Aft_10090,111
Flt_101022,OM8114,NLLA,AAHN,2025/5/31 13:50,2025/5/31 16:35,738,Aft_10009,162
Flt_101023,OM8273,HIUP,WJBA,2025/5/29 14:50,2025/5/29 17:20,738,Aft_10021,155
Flt_101024,OM8358,HIUP,DOMU,2025/5/29 12:40,2025/5/29 14:35,7M8,Aft_10001,102
Flt_101025,OM8387,DOMU,PNNF,2025/5/29 15:30,2025/5/29 17:10,7M8,Aft_10086,96
Flt_101026,OM8036,VOXP,OXSQ,2025/5/29 22:40,2025/5/30 0:25,738,Aft_10004,99
Flt_101027,OM8236,LLZL,OXSQ,2025/5/29 7:30,2025/5/29 10:00,738,Aft_10067,135
Flt_101028,OM8221,HZPW,MCWT,2025/5/29 18:45,2025/5/30 0:10,738,Aft_10099,330
Flt_101029,OM8458,VGVC,EYWR,2025/6/1 15:05,2025/6/1 17:20,738,Aft_10060,127
Flt_101030,OM8218,FVJZ,DOMU,2025/6/1 13:55,2025/6/1 16:30,7M8,Aft_10001,156
Flt_101031,OM8278,FVJZ,AAHN,2025/6/1 21:25,2025/6/2 0:05,738,Aft_10116,150
Flt_101032,OM8160,LFOL,ZJCG,2025/5/29 19:15,2025/5/29 21:00,737GY,Aft_10006,85
Flt_101033,OM8347,HZPW,PNNF,2025/5/29 15:00,2025/5/29 17:00,738,Aft_10058,113
Flt_101034,OM8059,AAHN,EYWR,2025/5/29 11:10,2025/5/29 12:40,738,Aft_10014,87
Flt_101035,OM8482,VGVC,OETZ,2025/6/1 20:35,2025/6/1 23:40,7M8,Aft_10089,174
Flt_101036,OM8506,GLHV,OXSQ,2025/6/1 21:55,2025/6/1 23:45,738,Aft_10121,118
Flt_101037,OM8122,HIUP,HZPW,2025/5/29 17:25,2025/5/29 19:00,7M8,Aft_10108,94
Flt_101038,OM8537,HZPW,QUIP,2025/5/29 19:50,2025/5/29 21:30,738,Aft_10041,89
Flt_101039,OM8059,EYWR,WKDC,2025/6/1 14:00,2025/6/1 16:40,738,Aft_10072,157
Flt_101040,OM8229,OETZ,MCWT,2025/6/1 11:10,2025/6/1 15:50,738,Aft_10013,267
Flt_101041,OM8503,EYWR,BBZB,2025/6/1 7:50,2025/6/1 9:50,738,Aft_10014,105
Flt_101042,OM8579,AAHN,GLHV,2025/5/29 14:40,2025/5/29 16:10,738,Aft_10111,90
Flt_101043,OM8546,GLHV,DOMU,2025/5/29 21:10,2025/5/29 23:15,7M8,Aft_10068,113
Flt_101044,OM867,DOMU,NYOP,2025/6/1 8:05,2025/6/1 13:35,7M8,Aft_10130,318
Flt_101045,OM887,DOMU,SJQD,2025/6/1 8:20,2025/6/1 10:10,738,Aft_10040,91
Flt_101046,OM841,DOMU,XHFE,2025/5/29 19:50,2025/5/29 23:00,738,Aft_10060,190
Flt_101047,OM8368,HIUP,DOMU,2025/5/29 18:20,2025/5/29 20:05,7M8,Aft_10107,102
Flt_101048,OM8574,UFCB,DOMU,2025/6/1 20:00,2025/6/1 21:15,737GY,Aft_10006,60
Flt_101049,OM8455,HZPW,YITW,2025/5/29 17:00,2025/5/29 20:00,738,Aft_10047,188
Flt_101050,OM8032,WKDC,DOMU,2025/6/1 13:05,2025/6/1 16:45,738,Aft_10087,222
Flt_101051,OM892,MFGL,DOMU,2025/6/1 0:30,2025/6/1 6:05,7M8,Aft_10001,327
Flt_101052,OM8276,OXSQ,DOMU,2025/6/1 21:30,2025/6/1 23:10,738,Aft_10022,90
Flt_101053,OM8369,EYWR,NBCQ,2025/6/1 19:00,2025/6/1 21:10,738,Aft_10081,144
Flt_101054,OM8478,KKME,EYWR,2025/5/29 17:30,2025/5/29 20:05,738,Aft_10128,126
Flt_101055,OM8785,KKME,ZJCG,2025/6/1 18:15,2025/6/1 19:45,738,Aft_10109,86
Flt_101056,OM8462,KKME,HZPW,2025/5/29 11:15,2025/5/29 13:45,738,Aft_10058,133
Flt_101057,OM8382,PNNF,EYWR,2025/5/29 15:55,2025/5/29 17:50,738,Aft_10091,116
Flt_101058,OM8097,VOXP,HEJY,2025/6/1 21:15,2025/6/1 23:55,738,Aft_10093,164
Flt_101059,OM8418,VGVC,DOMU,2025/6/1 16:00,2025/6/1 18:00,738,Aft_10043,116
Flt_101060,OM8608,VHLB,OXSQ,2025/6/1 14:30,2025/6/1 16:05,738,Aft_10024,90
Flt_101061,OM8571,DOMU,OKJK,2025/5/30 8:20,2025/5/30 10:35,7M8,Aft_10078,142
Flt_101062,OM8554,BBZB,EYWR,2025/5/30 21:50,2025/5/30 23:55,738,Aft_10015,108
Flt_101063,OM8620,HQMU,HIUP,2025/5/30 12:30,2025/5/30 14:25,738,Aft_10111,106
Flt_101064,OM8652,SRWN,HZPW,2025/5/30 20:05,2025/5/30 21:50,738,Aft_10005,91
Flt_101065,OM8274,HIUP,HZPW,2025/5/30 22:15,2025/5/30 23:55,738,Aft_10021,94
Flt_101066,OM8519,DOMU,OKJK,2025/5/30 15:00,2025/5/30 17:25,738,Aft_10069,142
Flt_101067,OM8098,VOXP,AAHN,2025/5/30 12:50,2025/5/30 14:45,738,Aft_10054,100
Flt_101068,OM8339,NLLA,PNNF,2025/5/30 17:00,2025/5/30 20:05,738,Aft_10092,198
Flt_101069,OM8681,DOMU,NVMB,2025/5/30 12:25,2025/5/30 14:00,738,Aft_10028,85
Flt_101070,OM855,HZPW,NYOP,2025/5/30 19:25,2025/5/31 0:50,7M8,Aft_10133,335
Flt_101071,OM8060,EYWR,AAHN,2025/5/30 21:55,2025/5/30 23:30,738,Aft_10053,91
Flt_101072,OM8239,OETZ,FVJZ,2025/5/30 11:45,2025/5/30 14:00,738,Aft_10124,135
Flt_101073,OM896,VDBQ,DOMU,2025/5/30 19:00,2025/5/30 22:05,738,Aft_10094,174
Flt_101074,OM8948,MPYS,VOXP,2025/5/30 12:55,2025/5/30 14:55,7M8,Aft_10127,111
Flt_101075,OM8134,OETZ,OXSQ,2025/5/30 11:05,2025/5/30 13:45,738,Aft_10102,147
Flt_101076,OM8069,OXSQ,OKJK,2025/5/30 7:40,2025/5/30 9:50,738,Aft_10059,122
Flt_101077,OM8498,QGSX,DOMU,2025/5/30 21:35,2025/5/31 0:05,738,Aft_10029,129
Flt_101078,OM8531,LLZL,YAFY,2025/5/30 7:50,2025/5/30 10:40,738,Aft_10061,161
Flt_101079,OM8577,AAHN,GLHV,2025/5/30 8:10,2025/5/30 9:50,738,Aft_10024,90
Flt_101080,OM8687,KKME,MCVK,2025/5/30 8:15,2025/5/30 12:50,738,Aft_10033,273
Flt_101081,OM8579,AAHN,GLHV,2025/5/30 14:40,2025/5/30 16:10,7M8,Aft_10123,90
Flt_101082,OM8595,DOMU,EYWR,2025/5/31 21:20,2025/5/31 22:55,738,Aft_10026,92
Flt_101083,OM882,OIQN,DOMU,2025/5/31 19:45,2025/5/31 21:20,738,Aft_10105,99
Flt_101084,OM840,HEXD,DOMU,2025/5/31 17:55,2025/5/31 21:25,738,Aft_10002,231
Flt_101085,OM8505,OXSQ,GLHV,2025/5/31 19:00,2025/5/31 20:50,738,Aft_10052,96
Flt_101086,OM889,DOMU,LAAG,2025/5/31 11:55,2025/5/31 16:20,738,Aft_10081,300
Flt_101087,OM889,LAAG,XNWD,2025/5/31 17:20,2025/5/31 21:20,738,Aft_10081,249
Flt_101088,OM890,LAAG,DOMU,2025/6/1 3:35,2025/6/1 7:35,738,Aft_10081,212
Flt_101089,OM8550,VOXP,DOMU,2025/5/31 16:10,2025/5/31 17:55,7M8,Aft_10107,106
Flt_101090,OM8454,KKME,NLLA,2025/5/31 15:45,2025/5/31 18:10,738,Aft_10023,142
Flt_101091,OM8788,OXSQ,AAHN,2025/5/31 15:30,2025/5/31 17:05,738,Aft_10054,86
Flt_101092,OM8077,HZPW,VOXP,2025/5/31 13:05,2025/5/31 14:30,738,Aft_10021,86
Flt_101093,OM8243,DOMU,SFRI,2025/5/31 18:35,2025/5/31 21:00,738,Aft_10015,142
Flt_101094,OM8044,HGHY,EYWR,2025/5/31 14:40,2025/5/31 18:10,738,Aft_10065,185
Flt_101095,OM8089,DOMU,HUYM,2025/5/31 16:55,2025/5/31 18:50,738,Aft_10034,119
Flt_101096,OM8033,OETZ,HGHY,2025/5/31 11:10,2025/5/31 13:05,738,Aft_10121,117
Flt_101097,OM8236,LLZL,OXSQ,2025/5/31 7:30,2025/5/31 10:00,738,Aft_10067,135
Flt_101098,OM8756,YCEX,TUJZ,2025/5/31 18:55,2025/5/31 21:10,738,Aft_10067,125
Flt_101099,OM8541,HZPW,GLHV,2025/5/31 12:30,2025/5/31 14:05,738,Aft_10092,78
Flt_101100,OM8271,HZPW,FVJZ,2025/5/31 17:35,2025/5/31 20:10,738,Aft_10062,172
Flt_101101,OM8451,EYWR,XLHA,2025/5/29 13:45,2025/5/29 16:50,738,Aft_10132,202
Flt_101102,OM8865,KKME,WJBA,2025/6/1 15:25,2025/6/1 17:25,738,Aft_10054,114
Flt_101103,OM8433,DOMU,KKME,2025/6/1 21:30,2025/6/2 0:10,738,Aft_10057,172
Flt_101104,OM8820,LLZL,DSQK,2025/5/29 7:30,2025/5/29 9:40,738,Aft_10057,125
Flt_101105,OM8271,HZPW,FVJZ,2025/5/29 17:35,2025/5/29 20:10,738,Aft_10048,172
Flt_101106,OM8948,VOXP,AAHN,2025/6/1 16:10,2025/6/1 18:00,7M8,Aft_10090,100
Flt_101107,OM8113,AAHN,NLLA,2025/6/1 9:45,2025/6/1 12:40,738,Aft_10116,164
Flt_101108,OM898,MCVK,HZPW,2025/5/29 17:00,2025/5/29 21:45,738,Aft_10112,273
Flt_101109,OM8609,AAHN,VGVC,2025/5/29 16:30,2025/5/29 18:55,738,Aft_10009,148
Flt_101110,OM8159,ZJCG,LFOL,2025/6/1 16:50,2025/6/1 18:20,737GY,Aft_10110,85
Flt_101111,OM8750,RHHB,HZPW,2025/6/1 22:10,2025/6/2 0:05,738,Aft_10118,101
Flt_101112,OM877,HZPW,FPCR,2025/6/1 15:20,2025/6/1 17:55,738,Aft_10085,150
Flt_101113,OM8060,WKDC,EYWR,2025/6/1 17:55,2025/6/1 20:50,738,Aft_10072,160
Flt_101114,OM8323,HZPW,PNNF,2025/6/1 8:00,2025/6/1 9:55,738,Aft_10067,113
Flt_101115,OM8235,OXSQ,LLZL,2025/6/1 21:30,2025/6/1 23:50,738,Aft_10094,142
Flt_101116,OM8513,AAHN,GLHV,2025/6/1 11:00,2025/6/1 12:35,738,Aft_10017,90
Flt_101117,OM8568,GLHV,DOMU,2025/6/1 14:10,2025/6/1 15:55,738,Aft_10017,113
Flt_101118,OM8375,DOMU,XLOC,2025/5/29 6:55,2025/5/29 9:10,7M8,Aft_10127,132
Flt_101119,OM8676,YBWQ,DOMU,2025/6/1 2:40,2025/6/1 6:50,738,Aft_10046,253
Flt_101120,OM872,FPCR,DOMU,2025/6/1 12:30,2025/6/1 15:20,738,Aft_10046,193
Flt_101121,OM8039,DOMU,XCCH,2025/6/1 17:35,2025/6/1 18:45,738,Aft_10087,75
Flt_101122,OM8043,VWIM,EYWR,2025/6/1 6:35,2025/6/1 8:40,738,Aft_10065,114
